repo, bugs, ossf score, complex functions, total functions
ellson/MOTHBALLED-graphviz,323,5.1,519,3320
pierreguillot/Camomile,322,4.5,308,4304
riscv-collab/riscv-gnu-toolchain,312,6.7,7555,44356
SerenityOS/jakt,305,7.1,437,2323
mangoszero/server,295,5.6,1006,10309
Stichting-MINIX-Research-Foundation/minix,289,5.2,2702,20852
acl-dev/acl,287,6.4,522,9744
DynamoRIO/drmemory,287,4.7,811,5441
casadi/casadi,277,5.6,354,3885
TASEmulators/fceux,276,5.5,232,3513
SWI-Prolog/swipl-devel,272,7.3,469,4133
google/filament,262,5.5,2338,16792
wheybags/freeablo,259,4.9,1334,9143
openbabel/openbabel,254,5.7,853,3515
csound/csound,254,4.1,511,4210
seemoo-lab/nexmon,252,5.5,3269,29889
raysan5/raylib,249,6,157,1542
simbody/simbody,246,5.2,402,4220
groonga/groonga,244,5.7,1468,4242
coronalabs/corona,241,4.9,762,9009
ring-lang/ring,238,5.7,1097,6784
apple/turicreate,238,4.6,1851,23089
xapian/xapian,234,5.8,1936,10287
libigl/libigl,227,6.4,495,4569
hrydgard/ppsspp,226,5.4,1686,13651
steveicarus/iverilog,222,6.8,401,5075
surge-synthesizer/surge,218,6.2,480,5216
coturn/coturn,217,7.1,217,1041
davisking/dlib,216,5.5,763,6507
godotengine/godot,215,7.2,2891,29711
tylov/STC,213,5.9,9,162
openvenues/libpostal,213,6,185,1184
supercollider/supercollider,212,7.2,256,4605
bluekitchen/btstack,212,6.8,610,13788
openMVG/openMVG,207,6,751,4111
mlivesu/cinolib,207,6.1,409,2733
php/php-src,202,7.4,2340,7705
adobe-type-tools/afdko,200,6.5,442,3776
lammps/lammps,197,7.9,684,3536
Themaister/Granite,196,6.5,1752,15211
BespokeSynth/BespokeSynth,196,7.2,190,3100
Sneeds-Feed-and-Seed/sneedacity,193,4.9,623,4724
ETLCPP/etl,193,6.3,6154,23584
beefytech/Beef,191,5.5,279,1966
containers/crun,188,7.7,248,1073
git/git,184,5.4,1273,15930
PX4/PX4-Autopilot,184,4.4,2,381
bjornbytes/lovr,178,5.9,538,5674
samtools/htslib,172,7.8,330,1585
pmq20/ruby-packer,172,4,276,1759
Ettercap/ettercap,172,7.4,195,1157
mit-biomimetics/Cheetah-Software,169,6,2,380
wiredtiger/wiredtiger,168,7.2,1382,3669
aseprite/aseprite,167,5.3,1122,11020
SchedMD/slurm,166,7.6,1813,8709
opencv/opencv,165,7,2270,18090
kbengine/kbengine,165,5,1866,10232
bytecodealliance/wasm-micro-runtime,164,6.2,564,6392
WolfireGames/overgrowth,161,5.2,779,4065
google/tensorstore,160,8.4,2517,27822
BoomingTech/Piccolo,158,4.2,547,8248
sheredom/utf8.h,157,5.8,44,314
yasm/yasm,154,4.7,133,1117
WerWolv/ImHex,154,5.7,1162,10722
qicosmos/iguana,153,6,13,305
kangjianwei/Data-Structure,150,5.9,76,2347
catsout/wallpaper-engine-kde-plugin,150,6.3,518,3484
nmwsharp/polyscope,149,6.2,437,5365
bigartm/bigartm,149,5.4,574,9836
eclipse-iceoryx/iceoryx,148,6.9,3,553
yrnkrn/zapcc,147,3.7,4415,43165
renard314/textfairy,146,4.4,972,4204
kushview/element,146,5.7,83,2685
adishavit/argh,146,6.8,25,35
nesbox/TIC-80,145,6.2,1188,10470
microsoft/msix-packaging,145,7.2,1092,9807
ponylang/ponyc,144,7,3851,44585
toggl-open-source/toggldesktop,143,3.7,677,8587
eclipse/omr,143,6.2,394,3073
TTimo/doom3.gpl,141,5.2,118,526
erich666/GraphicsGems,140,6.3,124,1103
cuberite/cuberite,140,7.3,956,9774
samba-team/samba,139,8.2,1545,13792
ravynsoft/ravynos,139,5.1,1150,8068
julius-speech/julius,139,5.7,98,825
tesseract-ocr/tesseract,138,6.2,292,2530
qcad/qcad,136,7.6,1261,9480
FreeCAD/FreeCAD,136,5.4,1415,19610
squid-cache/squid,133,7.1,660,5311
Try/OpenGothic,133,6.9,572,6851
postgres/postgres,132,7.6,3391,16484
mgerhardy/vengi,132,5.5,1017,8157
generalized-intelligence/GAAS,132,3.4,213,1813
lxc/lxc,131,8.8,442,2251
espeak-ng/espeak-ng,131,5.7,104,501
tdlib/td,130,6,1205,18636
turanszkij/WickedEngine,128,5.2,581,5978
ptitSeb/box64,126,5.6,343,5674
leo-arch/clifm,126,5.6,159,1035
coin-or/Ipopt,126,7,88,791
nfs-ganesha/nfs-ganesha,125,7,802,2895
powervr-graphics/Native_SDK,124,5.1,1163,9541
neoml-lib/neoml,122,6.8,609,10249
emscripten-core/emscripten,121,8.2,123,1243
OpenXRay/xray-16,119,4.6,937,16617
thiagoralves/OpenPLC_v3,117,6,75,1001
DanBloomberg/leptonica,115,5.7,965,3950
sonic-pi-net/sonic-pi,114,3.3,532,6835
ptitSeb/box86,114,5.5,318,4534
mfem/mfem,114,7.5,740,3855
freebayes/freebayes,114,5.3,260,1559
duckdb/duckdb,114,6.3,468,4155
tenable/routeros,113,5.5,87,1391
pure-data/pure-data,113,7.8,203,2178
organicmaps/organicmaps,112,4.6,285,2593
BeamMW/beam,112,6.6,734,8452
tunabrain/tungsten,111,5.5,135,1999
freebsd/freebsd-src,111,5.2,1106,7564
Qihoo360/QConf,111,4.8,671,4137
microsoft/onnxruntime,109,6.1,782,9100
versatica/mediasoup,108,5.3,1240,11525
gcc-mirror/gcc,107,6.9,170,1292
TASEmulators/desmume,107,4.6,663,6068
joncampbell123/dosbox-x,106,5.7,579,4170
openvswitch/ovs,104,6.4,612,8861
open5gs/open5gs,104,5.5,2383,14654
mltframework/mlt,104,5.5,185,1628
emqx/nanomq,103,6.2,227,2690
sleuthkit/sleuthkit,102,8,395,2435
Cisco-Talos/pyrebox,102,4.8,412,2423
vgmstream/vgmstream,101,4.9,285,1855
util-linux/util-linux,100,7.9,598,4058
acassen/keepalived,100,6.6,170,1363
septag/rizz,99,5.6,311,2749
mgerdes/Open-Golf,99,5.1,258,2159
CGAL/cgal,99,6.2,3,30
gwaldron/osgearth,98,5.6,26,211
symengine/symengine,97,6.1,65,1315
raspberrypi/rpi-imager,97,6.4,854,5183
kohler/click,96,5.2,265,2829
saghul/txiki.js,95,6.2,445,3681
vifm/vifm,93,7.6,118,3666
DanielSWolf/rhubarb-lip-sync,93,4.6,305,2450
raspberrypi/userland,92,7.1,381,2751
yourWaifu/sleepy-discord,91,5.6,510,3593
netdata/netdata,91,6.9,668,5010
exaloop/codon,91,5.8,422,4041
azerothcore/azerothcore-wotlk,91,6.3,1690,15801
TorqueGameEngines/Torque3D,91,5,1018,7050
patriciogonzalezvivo/glslViewer,87,5.5,153,1623
openocd-org/openocd,86,4.6,634,5096
cgsecurity/testdisk,86,7.4,161,1297
facebookresearch/habitat-sim,84,8.8,704,7589
Sigil-Ebook/Sigil,84,6.4,570,4325
milkytracker/MilkyTracker,82,6.3,202,1849
floe/backscrub,81,6.6,1050,5973
oNaiPs/droidVncServer,80,5,189,1215
liballeg/allegro5,80,6.8,219,2856
Blizzard/s2client-api,80,6.5,410,4759
sysstat/sysstat,79,7.5,106,679
projectchrono/chrono,79,6.3,208,2969
phaag/nfdump,79,6,110,780
panda3d/panda3d,79,4.5,11,399
lballabio/QuantLib,79,6.1,358,4097
networkupstools/nut,78,6.7,352,1851
confluentinc/librdkafka,78,8.7,341,1866
POV-Ray/povray,78,4.3,220,1324
openxla/iree,77,5.5,4222,65602
ermig1979/Simd,77,5.4,472,5757
curv3d/curv,77,5,204,2598
varnishcache/varnish-cache,76,6.1,1319,2924
su2code/SU2,76,6.1,59,419
hyrise/hyrise,76,8.4,330,3942
wjakob/nanogui,75,6.9,29,861
ucla-vision/xivo,75,6.4,245,4081
opentomb/OpenTomb,75,5.8,180,2546
galkahana/HummusJS,75,5.2,268,2453
fogleman/Craft,75,6.4,225,2427
CloudCompare/CloudCompare,75,5.7,221,974
galkahana/PDF-Writer,73,6.3,293,2757
distcc/distcc,73,6.3,65,502
Siv3D/OpenSiv3D,73,4.6,734,8879
Gargaj/Bonzomatic,73,4.9,175,1985
yvt/openspades,72,5.7,516,3942
symforce-org/symforce,72,6.3,38,945
pocoproject/poco,71,7.2,403,5011
nihui/waifu2x-ncnn-vulkan,71,4.5,332,2372
colmap/colmap,71,6.4,86,1415
nihui/realsr-ncnn-vulkan,70,4.4,333,2370
alibaba/AliOS-Things,70,5,701,5958
DeaDBeeF-Player/deadbeef,70,6,419,1793
pineappleEA/pineapple-src,69,3.4,527,3169
lc-soft/LCUI,69,3.4,45,1001
colobot/colobot,69,5.7,263,2564
0ad/0ad,69,5.7,246,1770
uclouvain/openjpeg,68,6.1,283,1855
moai/moai-dev,68,5,522,4623
facebookincubator/velox,68,5.6,924,15419
Aloshi/EmulationStation,68,6.4,52,1253
wseemann/FFmpegMediaPlayer,66,4.1,476,3666
syoyo/tinygltf,66,7,26,212
mstorsjo/fdk-aac,66,4.8,429,1786
DefTruth/lite.ai.toolkit,66,4.3,21,1148
sumatrapdfreader/sumatrapdf,65,5.3,389,3284
riscv-software-src/riscv-isa-sim,65,6.8,4724,10038
pbek/QOwnNotes,65,3.4,610,7642
liuyubobobo/Play-Leetcode,65,7.2,80,3859
danmar/cppcheck,65,6.1,493,2479
tildearrow/furnace,64,5.5,922,7661
tfussell/xlnt,64,5.4,567,5147
root-project/root,63,4.4,1055,14745
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,63,6.4,199,925
libtcod/libtcod,62,4.7,79,986
floooh/sokol,62,6.4,336,1389
tensorflow/tensorflow,61,7.8,1645,9216
arangodb/arangodb,61,5.9,276,2470
wb2osz/direwolf,60,6.4,157,634
liblava/liblava,60,5.7,536,5559
libjxl/libjxl,60,7,474,2579
ComodoSecurity/openedr,60,5.5,258,2829
unicorn-engine/unicorn,59,6,1095,17387
libjpeg-turbo/libjpeg-turbo,59,7.6,138,772
godlikepanos/anki-3d-engine,59,2.9,903,8786
AlexandreRouma/SDRPlusPlus,59,5.6,146,1602
cmusphinx/pocketsphinx,58,6.3,149,1210
zynaddsubfx/zynaddsubfx,57,5.2,75,1948
linux-nvme/nvme-cli,57,7,119,1359
facebook/mysql-5.6,57,8.6,93,1059
coolsnowwolf/lede,57,5.6,86,437
projectM-visualizer/projectm,56,6.7,61,573
Z3Prover/z3,56,6.6,754,13717
dog-qiuqiu/MobileNet-Yolo,55,5.5,70,755
RoaringBitmap/CRoaring,55,7.4,51,738
ProtonVPN/android-app,55,6.2,667,3584
schismtracker/schismtracker,54,5.9,182,1362
parallel101/course,54,7.1,20,954
neka-nat/cupoch,54,5.1,245,1854
dankamongmen/notcurses,54,6.7,189,1085
vesoft-inc/nebula,53,6.2,182,3506
rapid7/metasploit-payloads,53,7.7,373,2686
ppwwyyxx/OpenPano,53,5.7,29,280
nanocurrency/nano-node,53,6.3,554,7564
alliedmodders/sourcemod,53,6.3,133,625
WAVM/WAVM,53,5.5,113,3820
qgis/QGIS,52,7,2988,27283
facebook/hermes,52,6.2,574,5017
capnproto/capnproto,52,7.3,271,4733
akumuli/Akumuli,52,5.6,104,1301
USCiLab/cereal,52,5.8,3,30
SRombauts/SQLiteCpp,52,7.5,438,3709
yodaos-project/yodaos,51,2.7,233,2097
stellar/stellar-core,51,8.1,764,6540
magiblot/tvision,51,5.6,32,805
DFHack/dfhack,51,5.9,277,4564
thedmd/imgui-node-editor,50,4.6,123,1165
linux-rdma/rdma-core,50,7.3,235,3819
lethal-guitar/RigelEngine,50,4.5,165,1956
iovisor/bcc,50,7.6,111,1277
geany/geany,50,6.8,530,5490
axiomatic-systems/Bento4,50,5.2,109,1147
SoftEtherVPN/SoftEtherVPN,50,5.3,339,4558
seladb/PcapPlusPlus,49,5.5,138,1339
realm/realm-core,49,5.5,516,6913
cemu-project/Cemu,49,6.3,481,5547
Apress/Ray-Tracing-Gems-II,49,5.2,95,1274
zeromq/czmq,48,5.5,92,811
twitter/pelikan,48,5.2,404,1292
tats/w3m,48,6.2,235,1161
opentoonz/opentoonz,48,5.8,375,2181
davidmoreno/onion,48,7.3,82,440
curl/curl,48,7,339,1889
openscad/openscad,47,6.8,180,2369
libretro/RetroArch,47,6.6,354,2379
kiddin9/openwrt-packages,47,4.8,77,311
can1357/NoVmp,47,5.9,244,3440
ShadowsocksR-Live/shadowsocksr-native,47,5,260,2545
AcademySoftwareFoundation/openexr,47,7.9,242,1829
ylmbtm/GameProject3,46,4.8,824,16557
paullouisageneau/libdatachannel,46,6.5,309,1905
openglonmetal/MGL,46,7.1,41,554
apache/arrow,46,7.8,298,3193
alibaba/AliSQL,46,6,895,6040
shadowsocksr-backup/shadowsocksr-libev,45,6.2,100,1170
openai/retro,45,5.5,230,2355
nfrechette/acl,45,6.5,41,233
horsicq/DIE-engine,45,5.5,507,8986
bytedance/terarkdb,45,5.6,357,4947
PureDarwin/PureDarwin,45,5.3,54,551
rbfx/rbfx,44,6.6,367,2353
paulftw/hiberlite,44,6.5,142,1222
lockedbyte/CVE-Exploits,44,4.8,408,1754
helloexp/0day,44,4.8,407,1752
glfw/glfw,44,6.7,40,538
vtil-project/VTIL-Core,43,6,244,3386
pisa-engine/pisa,43,7.1,71,1616
ish-app/ish,43,6.2,29,787
cariboulabs/cariboulite,43,6.8,384,1230
universal-ctags/ctags,42,5.3,393,4101
koying/SPMC,42,4.8,61,471
jgaeddert/liquid-dsp,42,6.1,7,628
decaf-emu/decaf-emu,42,4.8,492,5405
AcademySoftwareFoundation/MaterialX,42,6.6,105,1202
soedinglab/MMseqs2,41,5.6,364,2148
nmwsharp/geometry-central,41,6.5,112,1235
alandefreitas/matplotplusplus,41,5.4,40,611
WebAssembly/wabt,41,6.2,87,1705
PJLab-ADG/SensorsCalibration,41,7.2,60,590
AtomicGameEngine/AtomicGameEngine,41,4.2,482,3786
0xnobody/vmpdump,41,5.6,241,3417
0vercl0k/wtf,41,4.4,80,995
pmoulon/CMVS-PMVS,40,5.1,65,299
mitsuba-renderer/mitsuba3,40,6.4,415,4427
loki-47-6F-64/sunshine,40,5.2,100,870
clangen/musikcube,40,6.6,275,3303
TheAlgorithms/C,40,6.8,20,489
REDasmOrg/REDasm,40,3.9,158,2959
vlm/asn1c,39,5.9,128,404
turesnake/tprPix,39,5.5,49,886
ton-blockchain/ton,39,5.6,607,12214
perilouswithadollarsign/cstrike15_src,39,4.8,144,1621
moosefs/moosefs,39,7.3,468,1976
dibyendumajumdar/ravi,39,4.4,575,5495
vipshop/redis-migrate-tool,38,6.4,168,1135
skyline-emu/skyline,38,6.2,346,4643
robotastic/trunk-recorder,38,7.1,74,620
cmu-db/bustub,38,7.5,134,2100
ClimbSnail/HoloCubic_AIO,38,4.7,183,1304
xelatihy/yocto-gl,37,5,111,871
smilehao/xlua-framework,37,4.7,91,1274
pytorch/glow,37,7.8,389,4346
mapsme/omim,37,5.5,136,1702
danoon2/Boxedwine,37,6.2,346,2415
cycfi/q,37,6.3,44,392
allinurl/goaccess,37,7.3,42,856
RavenSystem/esp-homekit-devices,37,7.3,404,3038
FirebirdSQL/firebird,37,4.7,89,978
ErosZy/WXInlinePlayer,37,4.8,116,802
saki4510t/UVCCamera,36,5.8,104,549
peng-zhihui/Peak,36,5.2,36,174
openbsd/src,36,5.5,153,3326
mixxxdj/mixxx,36,7.3,302,5018
larryli/PuTTY,36,5.6,266,2631
jrouwe/JoltPhysics,36,6.1,164,1358
gosu/gosu,36,4.6,102,660
effekseer/Effekseer,36,5.2,38,806
cisco/openh264,36,5.7,328,1575
athena-team/athena,36,7.1,90,1321
apache/brpc,36,7.8,173,2457
Tom94/tev,36,5.8,220,2172
Sunzxyong/Tiny,36,5,105,551
zdzhaoyong/GSLAM,35,6.4,15,372
wjakob/nori,35,4.6,145,2057
protocolbuffers/protobuf,35,7.2,643,5620
koute/bytehound,35,3.5,164,1345
keystone-engine/keystone,35,4.9,152,2326
karlstav/cava,35,6.2,14,50
horsicq/XELFViewer,35,6.6,372,5618
doctest/doctest,35,5.7,25,413
akai-katto/dandere2x,35,5.3,1,144
RickdeJager/stegseek,35,4.8,16,364
GNOME/glib,35,8.1,1453,12272
ARM-software/armnn,35,6.2,106,1340
wenet-e2e/wenet,34,6,121,1366
kungfu-origin/kungfu,34,3,180,1616
kripken/ammo.js,34,4.6,86,909
grpc/grpc,34,7.3,744,12408
angband/angband,34,5.2,351,3252
RetroShare/RetroShare,34,7.1,161,3483
PixarAnimationStudios/OpenSubdiv,34,6.9,78,754
tomhrr/dale,33,6.3,29,456
mindspore-ai/mindspore,33,5.6,2469,12999
google/swiftshader,33,7.9,2575,23669
erincatto/box2d,33,5.6,110,1279
OpenPrinting/cups,33,9,451,1556
xiph/flac,32,5.8,124,755
texstudio-org/texstudio,32,6.6,370,3654
introlab/odas,32,6.1,15,439
chocolate-doom/chocolate-doom,32,7.4,288,3467
chenyahui/AnnotatedCode,32,4.8,356,2737
alibaba/MNN,32,4.5,313,3478
SIPp/sipp,32,5,56,427
PowerDNS/pdns,32,7.3,257,2532
Blosc/c-blosc,32,7.4,179,1200
wangbojing/NtyCo,31,5.8,12,152
verilator/verilator,31,6.7,353,4100
uTox/uTox,31,5.8,24,292
ossrs/srs,31,6.5,59,855
linux-test-project/ltp,31,6.6,82,2278
ketoo/NoahGameFrame,31,6.7,197,2544
justinmeza/lci,31,7.2,19,183
gperftools/gperftools,31,5.9,59,855
fraunhoferhhi/vvenc,31,7.2,299,1489
dartsim/dart,31,6.7,197,2673
CppMicroServices/CppMicroServices,31,7,103,1521
musescore/MuseScore,30,5.6,451,4762
melonDS-emu/melonDS,30,5.9,168,1808
megai2/d912pxy,30,5.3,8,12
lakinduakash/linux-wifi-hotspot,30,5.1,3,42
jamulussoftware/jamulus,30,7.3,103,448
irontec/sngrep,30,7.8,25,278
geekuillaume/soundsync,30,2.7,103,448
facebook/redex,30,5.8,1,44
elfmz/far2l,30,5.9,225,2314
citusdata/citus,30,8.4,628,3551
apple/swift-llbuild,30,8.3,128,1685
ZDoom/gzdoom,30,4.9,164,1013
SanderMertens/flecs,30,6.3,765,4384
SChernykh/p2pool,30,5.7,219,1106
Restream/reindexer,30,5.5,477,5621
Ewenwan/MVision,30,4.8,38,277
DynamoRIO/dynamorio,30,5.6,577,4323
Chatterino/chatterino2,30,6.3,81,2115
rwengine/openrw,29,6.3,84,1029
pmp-library/pmp-library,29,6.1,179,1833
p-gen/smenu,29,6.9,39,208
obgm/libcoap,29,6.1,155,581
google/flatbuffers,29,8.7,136,1242
berthubert/googerteller,29,5,2,20
xtaci/algorithms,28,6.7,0,70
xiph/opus,28,5.9,102,449
libressl/portable,28,5.5,512,4835
libgit2/libgit2,28,6.4,544,6675
dvorka/hstr,28,6.5,16,78
anhttran/3dmm_cnn,28,5.5,45,708
alibaba/GCanvas,28,6.1,31,400
Tencent/TNN,28,5.1,227,2136
zlib-ng/zlib-ng,27,6.4,57,383
tmux/tmux,27,6.6,248,1958
supertuxkart/stk-code,27,5.5,220,1182
mtcp-stack/mtcp,27,6.5,100,851
dmlc/treelite,27,6.3,9,315
ardera/flutter-pi,27,6,29,306
aiekick/ImGuiFileDialog,27,5,159,1782
FLIF-hub/FLIF,27,6.2,49,269
Auburn/FastNoise2,27,5.1,226,3291
ARMmbed/mbed-os,27,6.4,57,1081
zpl-c/zpl,26,5.9,0,46
zmap/zmap,26,6.8,25,202
swig/swig,26,7.2,290,1546
strukturag/libde265,26,5.8,65,525
paroj/gltut,26,4.8,59,1050
openvinotoolkit/openvino,26,6.5,1752,17860
mz-automation/libiec61850,26,6.7,176,1630
mitchellkrogza/apache-ultimate-bad-bot-blocker,26,3.1,88,778
jemalloc/jemalloc,26,7.8,179,1605
jacksonliam/mjpg-streamer,26,6.5,17,82
google/packetdrill,26,7.4,35,432
drhelius/Gearboy,26,3.9,38,288
apache/trafficserver,26,8.1,879,5658
anhttran/extreme_3d_faces,26,5.4,44,705
FreeRDP/FreeRDP,26,8.4,276,1992
trabucayre/openFPGALoader,25,5.6,54,400
natanielruiz/android-yolo,25,4.8,42,694
merbanan/rtl_433,25,5.9,97,959
lighttransport/nanort,25,7.3,8,35
libgd/libgd,25,5.9,78,382
gnss-sdr/gnss-sdr,25,5.3,284,2918
cubefs/cubefs,25,5,225,3493
bitcoin/bitcoin,25,8.9,406,5630
TorqueGameEngines/Torque2D,25,3.1,19,142
Tencent/MMKV,25,7.6,40,1022
GarageGames/Torque2D,25,4.9,19,142
Blosc/bcolz,25,5.2,74,709
ARM-software/astc-encoder,25,6.3,41,205
zxing-cpp/zxing-cpp,24,5.7,127,1678
xoseperez/espurna,24,5.4,44,469
traildb/traildb,24,6.2,25,222
stepmania/stepmania,24,3.9,296,1890
ompl/ompl,24,7.2,141,1776
mpromonet/v4l2rtspserver,24,5.2,114,1328
microsoft/EdgeML,24,6.8,54,819
mgba-emu/mgba,24,6.6,296,1890
kohler/gifsicle,24,6.2,41,320
ithewei/libhv,24,6.3,56,700
guanzhi/GmSSL,24,6.1,264,1605
flang-compiler/flang,24,6.6,34,457
felixguendling/cista,24,5.4,2,46
cycfi/elements,24,4.5,6,333
buddhi1980/mandelbulber2,24,6.6,264,1645
WayneD/rsync,24,6.8,171,716
y123456yz/Reading-and-comprehense-redis-cluster,23,5.2,61,421
utilForever/RosettaStone,23,5.2,1251,3129
sweeneychris/TheiaSfM,23,7.3,7,143
openppl-public/ppl.nn,23,7,236,3618
libspatialindex/libspatialindex,23,5.1,35,526
istoreos/istoreos,23,7.3,22,262
iNavFlight/inav,23,6,485,4290
ccache/ccache,23,7.6,165,856
Tarsnap/tarsnap,23,7.6,132,1033
Project-OSRM/osrm-backend,23,5.8,124,1365
wondertrader/wondertrader,22,6.5,167,1869
taskflow/taskflow,22,5.5,193,1175
simongog/sdsl-lite,22,6.3,107,385
o0o0o0o0o0o0o/image-processing-from-scratch,22,6.4,43,720
ndrplz/self-driving-car,22,4.8,46,718
michaeljclark/rv8,22,6.4,70,986
lizardfs/lizardfs,22,6.8,170,1859
guillaumeblanc/ozz-animation,22,4.7,550,2717
google/re2,22,7.7,59,621
fossephate/JoyCon-Driver,22,5.2,182,1284
foonathan/lexy,22,5.7,273,2266
decaf-project/DECAF,22,5.1,62,313
danielkrupinski/Osiris,22,5.9,127,1164
anbox/anbox,22,6.2,19,640
aliakseis/LIII,22,4.5,205,2240
TrueBlocks/trueblocks-core,22,6.2,279,3856
Tencent/ncnn,22,6.2,217,933
PurpleI2P/i2pd,22,6.7,114,1355
zeromq/libzmq,21,6.9,70,909
torproject/tor,21,7.6,2769,10267
sustrik/libdill,21,6.7,43,521
particle-iot/device-os,21,7.6,29,652
microsoft/cpprestsdk,21,7.5,530,3073
huawei-noah/bolt,21,3.8,82,951
google/sentencepiece,21,7,51,751
facontidavide/PlotJuggler,21,6.3,100,3330
facebookresearch/nle,21,6.4,754,3260
cxong/tinydir,21,5.2,1,25
apache/thrift,21,6.9,257,3089
apache/incubator-kvrocks,21,7.4,452,6114
Unity-Technologies/HLSLcc,21,6.3,95,434
BinomialLLC/basis_universal,21,5.9,223,1211
yasio/yasio,20,5.6,171,1540
sustrik/libmill,20,6.4,22,337
stedolan/jq,20,6.1,130,905
richgel999/fpng,20,6.1,36,220
priitj/whitedb,20,5.8,74,420
openssh/openssh-portable,20,6.8,259,2007
okbob/pspg,20,6.6,68,265
majn/telegram-purple,20,5.9,1342,6789
libunwind/libunwind,20,8.2,13,179
gqrx-sdr/gqrx,20,5.9,19,450
eigenteam/eigen-git-mirror,20,6.4,46,720
canonical/lightdm,20,5.5,46,906
brainflow-dev/brainflow,20,4.4,31,1213
aircrack-ng/aircrack-ng,20,8,167,928
Tencent/libco,20,6.5,2,90
SOCI/soci,20,6.5,26,771
zlgopen/awtk,19,7,283,2067
warmcat/libwebsockets,19,7.4,150,1189
taisei-project/taisei,19,6,380,4724
septag/sx,19,6,18,236
pioneerspacesim/pioneer,19,5.4,155,1906
pgbackrest/pgbackrest,19,5.7,667,2644
olikraus/u8g2,19,6,10,653
nlohmann/json,19,8.5,79,317
nanomsg/nng,19,6.3,95,1684
mitsuba-renderer/mitsuba2,19,6.7,187,2550
micropython/micropython,19,6.2,241,2242
ju1ce/April-Tag-VR-FullBody-Tracker,19,7,4,161
harfbuzz/harfbuzz,19,6.1,175,957
google/orbit,19,5.9,53,1134
freeorion/freeorion,19,5.3,568,5318
arkdb/inception,19,6.4,20,435
Syllo/nvtop,19,6.8,34,141
Smorodov/Multitarget-tracker,19,5.2,104,971
SVF-tools/SVF,19,6.4,135,1323
OpenVPN/openvpn,19,5.7,461,1567
DaveGamble/cJSON,19,7.1,17,239
yuzu-emu/yuzu-mainline,18,5.1,83,376
yuzu-emu/yuzu,18,7.1,83,376
vinniefalco/LuaBridge,18,6.1,63,2602
ruben2020/codequery,18,4.5,300,2202
pytorch/FBGEMM,18,7.3,147,904
martinus/robin-hood-hashing,18,6.5,31,154
marcobambini/gravity,18,5.6,81,751
laurolins/nanocube,18,5,0,3
k4zmu2a/SpaceCadetPinball,18,6.6,145,1313
glennrp/libpng,18,7.3,265,1683
flutter/codelabs,18,8.2,2565,11502
boazsegev/facil.io,18,6.4,26,486
Snaipe/Criterion,18,5.9,75,475
signalwire/freeswitch,17,8.5,438,3651
sass/node-sass,17,5.5,58,782
recastnavigation/recastnavigation,17,6.5,121,1100
quickfix/quickfix,17,4.5,90,1447
prusa3d/PrusaSlicer,17,5.8,153,1053
openenclave/openenclave,17,7.1,13,180
nmap/nmap,17,6.9,119,950
nba-emu/NanoBoyAdvance,17,5.5,116,1008
homenc/HElib,17,6.1,31,749
