repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
Skulltrail192/One-Core-Api,311,186,3.7,287,1986,1053702,6689504
pierreguillot/Camomile,305,968,4,308,4304,4493,15556
mangoszero/server,295,-1,3.8,1007,10319,41361,227353
adaptech-cz/Tesseract4Android,295,893,4,1598,8569,171861,445879
acl-dev/acl,295,675,4.4,524,9790,179345,508774
Stichting-MINIX-Research-Foundation/minix,288,383,2.4,2702,20852,1679506,5601445
DynamoRIO/drmemory,288,191,4.1,836,5557,28685,134505
freesurfer/freesurfer,286,2,2.2,2209,10401,245388,1269069
micmacIGN/micmac,284,9,2.8,774,12298,244302,1624801
casadi/casadi,284,329,5.3,388,4355,88408,188819
TASEmulators/fceux,276,0,3.2,231,3564,43475,251237
termux/termux-x11,270,0,4.7,927,5946,266,4109
OpenSmalltalk/opensmalltalk-vm,267,594,3.3,353,4610,948588,4300614
gongminmin/KlayGE,266,0,5.3,2069,16930,15505,185647
wheybags/freeablo,260,3064,2.3,1323,9084,212090,975094
LiangliangNan/Easy3D,260,0,5,561,4130,121857,479360
TheAssemblyArmada/Thyme,259,224,6.3,767,5704,37259,294173
openbabel/openbabel,254,96,5.9,853,3512,66054,306658
csound/csound,254,2,3.9,511,4210,42127,212659
groonga/groonga,247,-1,6.3,1257,4301,12921,613491
DarkflameUniverse/DarkflameServer,247,521,7.5,426,5486,88501,237452
simbody/simbody,246,-1,5.1,402,4220,118708,269193
audeering/opensmile,246,1685,3.8,442,3310,19017,101851
muhanzhang/SEAL,243,487,0.2,308,897,11981,75251
coronalabs/corona,239,-1,4.2,763,9035,340664,1046101
skylicht-lab/skylicht-engine,238,-1,4.4,670,6458,181913,608100
ring-lang/ring,238,2335,3.7,1097,6794,336573,2076973
seemoo-lab/nexmon,237,2003,4.5,3293,29812,1061084,5534058
bminor/binutils-gdb,237,1091,5.8,366,3625,563905,3168166
trailofbits/cb-multios,235,-1,5,2172,35525,420695,6908805
pachterlab/kallisto,233,1502,5.1,328,1991,25210,120384
bluekitchen/btstack,233,565,4,765,17005,639020,1313752
xapian/xapian,232,1,5.2,1931,11135,42621,122610
vhelin/wla-dx,228,0,5.5,170,490,3828,60066
nature-lang/nature,226,518,3.7,116,1114,5695,30234
jlblancoc/suitesparse-metis-for-windows,226,345,4.5,241,1270,125585,415587
dethrace-labs/dethrace,226,450,5.4,396,5445,13703,201366
Hamlib/Hamlib,226,-1,6.6,881,3877,50298,249907
steveicarus/iverilog,224,936,6.4,412,5103,38079,174566
openvenues/libpostal,213,-1,3.7,185,1184,6733,583235
containers/crun,212,606,7.4,276,1164,2689,26874
julius-speech/julius,211,342,3.7,169,1188,76584,175580
cfengine/core,211,797,7.3,241,2860,20086,128138
OpenVisualCloud/SVT-HEVC,208,583,4.4,336,1211,18026,128202
agraef/purr-data,207,1057,3.6,257,3190,128795,726583
thalium/icebox,206,595,2.9,1600,16464,1782023,5653522
surge-synthesizer/surge,204,13,5.2,586,5760,109681,342249
adobe-type-tools/afdko,201,7,6,442,3782,22035,168895
Themaister/Granite,198,-1,5.6,1766,15239,17446,127528
ipc-sim/IPC,196,2,4.4,397,3356,2436,27097
beefytech/Beef,191,29,3.8,279,1962,157784,701525
LLNL/RAJA,191,464,6.4,20,257,30952,92196
lammps/lammps,190,443,7,702,3645,242447,1193991
bjornbytes/lovr,190,0,5.2,586,6013,13457,126248
vermaseren/form,183,514,4.8,601,1513,31200,126488
eclipse-iceoryx/iceoryx,182,29,6.9,11,629,34873,121395
ablab/spades,181,1184,3.6,557,3284,230221,1051411
keith2018/SoftGLRender,176,612,3.4,773,6378,156601,752682
samtools/htslib,173,1038,6.8,337,1627,17602,65144
pmq20/ruby-packer,172,402,3.4,276,1759,182644,1447379
adventuregamestudio/ags,172,220,5,580,7751,99490,327588
Ettercap/ettercap,172,0,6.2,195,1157,19548,58324
wiredtiger/wiredtiger,170,137,5.8,1450,3857,77111,178285
LabSound/LabSound,170,476,5.8,72,740,6508,40287
mit-biomimetics/Cheetah-Software,169,77,3.9,2,380,36420,96346
etlegacy/etlegacy,169,185,6.4,923,7516,100637,365942
navit-gps/navit,166,0,5.7,275,2219,39948,183742
WolfireGames/overgrowth,161,499,4.2,779,4065,384416,2331673
HarbourMasters/Shipwright,161,-1,5.9,1262,13263,21388,488389
flomesh-io/pipy,160,920,4.6,550,7218,236437,1076856
pthom/hello_imgui,159,864,5.5,532,4642,3410,29324
sheredom/utf8.h,157,6,5,44,314,517,3716
SatDump/SatDump,156,237,5.2,840,6736,82709,401408
yasm/yasm,154,358,6,134,1122,13344,55793
RasPlex/OpenPHT,154,694,1.9,282,2002,523499,2509870
LLNL/sundials,153,398,6.2,252,2957,88224,284084
tcltk/tcl,152,1145,5.6,805,2894,116359,224403
ptitSeb/box64,150,0,4.2,1648,29140,37481,191801
kangjianwei/Data-Structure,150,159,3.4,76,2347,46388,103628
catsout/wallpaper-engine-kde-plugin,150,7,4.8,518,3484,50480,243623
yrnkrn/zapcc,147,1,3.2,4415,43165,894807,2602717
adishavit/argh,146,57,5.1,25,35,652,6106
FundamentalFrequency/LMN-3-DAW,146,0,3.8,7,399,702,14720
qcad/qcad,145,2058,6.2,1279,9721,269832,1558570
nmwsharp/polyscope,145,171,5.8,452,5515,23253,248245
microsoft/msix-packaging,145,3628,4.4,1092,9825,156066,786352
kdave/btrfs-progs,145,-1,5,478,1998,19608,121488
ddiakopoulos/libnyquist,145,155,5.2,50,266,35503,151182
Polidea/SiriusObfuscator,145,-1,1.6,3182,27492,1166840,3908540
samba-team/samba,143,21,6.7,1543,13833,409441,1927561
eclipse/omr,142,0,6,386,3059,207808,789925
toggl-open-source/toggldesktop,141,65,2,677,8587,245078,1080983
google/tensorstore,141,287,7.9,2775,30074,64048,264601
ARM-software/vulkan_best_practice_for_mobile_developers,141,343,5,1087,8569,6555,21927
saghul/txiki.js,140,958,5.2,806,6460,92867,282682
erich666/GraphicsGems,140,392,4.9,124,1103,15750,53719
bigartm/bigartm,140,1069,3.1,574,9836,85838,311660
OpenVSP/OpenVSP,139,31,5.6,944,5095,79261,438752
Try/OpenGothic,136,0,5.5,581,7020,2152,61887
metartc/metaRTC,135,147,4.8,46,1198,137785,160403
envytools/envytools,134,34,5.2,765,5224,11749,111821
punesemu/puNES,133,1512,3.8,835,8591,118518,724812
axmolengine/axmol,133,268,4.8,197,3111,360982,1560100
CloudCompare/CloudCompare,132,208,5.5,622,5097,70816,268644
GoSSIP-SJTU/Armariris,131,1,2.5,3926,37118,720083,2092898
espeak-ng/espeak-ng,130,178,5.4,104,501,4981,45434
squid-cache/squid,128,-1,6.4,644,5257,49368,203856
artclarke/humble-video,128,1137,4,823,6515,393158,2253933
Yixin-Hu/TetWild,127,-1,3.8,191,1931,2254,9971
TorqueGameEngines/Torque3D,127,1656,4.9,1211,8396,636882,2399578
Sneeds-Feed-and-Seed/sneedacity,127,1114,4.9,365,3476,246869,888774
coin-or/Ipopt,126,316,5.1,87,792,24122,99381
JoshMarler/react-juce,125,-1,3.9,0,7,67544,215327
MaJerle/stm32-usart-uart-dma-rx-tx,124,9,4.8,225,1820,1749784,4546170
nfs-ganesha/nfs-ganesha,123,-1,5,844,2934,66576,172487
RobLoach/raylib-cpp,123,-1,6,66,719,2889,5504
OpenXRay/xray-16,123,69,4.3,944,16763,135850,799312
RandyGaul/cute_framework,122,150,4.9,1847,5789,44685,314384
NVIDIA/Q2RTX,122,0,5.8,718,6867,20733,145491
MayaPosch/NymphCast,122,764,4.1,968,5952,193507,809904
soedinglab/hh-suite,121,34,4.1,83,331,16529,168548
mfem/mfem,120,-1,7.1,719,4047,61642,386753
thiagoralves/OpenPLC_v3,117,382,4.1,75,1001,73575,212472
KhronosGroup/KTX-Software,117,1085,4.6,798,4249,131546,478515
ampl/gsl,116,288,6.8,365,2537,64086,297929
pocl/pocl,115,38,6.2,362,1059,25101,143956
StanfordLegion/legion,115,-1,4.6,442,4754,68071,381993
pure-data/pure-data,114,902,7.5,205,2220,19369,125994
freebayes/freebayes,114,-1,4.2,260,1559,11005,130486
tenable/routeros,113,258,4.2,87,1391,2451,11473
facebookresearch/habitat-sim,113,35,7.9,874,8881,30462,114072
tunabrain/tungsten,111,0,3.5,135,1999,20115,226213
rsummers11/CADLab,111,140,0.2,102,714,49780,249583
hanwckf/rt-n56u,111,279,2.5,212,2270,3308594,16228099
Qihoo360/QConf,111,137,2.1,671,4137,70495,217831
eclipse/wakaama,110,869,7.1,357,2233,3456,28967
DanBloomberg/leptonica,110,-1,5.4,975,3962,97320,198005
ultimatepp/ultimatepp,109,-1,5,644,7861,220640,1223153
mgerhardy/vengi,109,0,5,933,8170,138917,672962
NVIDIAGameWorks/Path-Tracing-SDK,109,305,1.9,429,4532,65453,289820
jerryuhoo/Fire,108,0,3.8,2,82,1840,10025
facebook/igl,108,-1,6.6,746,5248,11710,69337
tksuoran/erhe,105,13,5.5,388,5696,38154,340724
r-lyeh-archived/scriptorium,105,218,2.1,328,2946,430151,1651306
emqx/nanomq,105,1098,6,241,2785,1764,23185
TASEmulators/desmume,105,-1,4.2,659,6100,121156,460995
PolygonTek/BlueshiftEngine,105,872,2.1,390,2629,239889,904850
open5gs/open5gs,104,0,5,2446,15022,91582,1078811
GNOME/libxml2,104,-1,5.5,542,3608,56581,208317
vgmstream/vgmstream,103,-1,4.6,291,1876,42538,146468
libnice/libnice,103,-1,4,1457,12273,13703,38173
sleuthkit/sleuthkit,102,526,6.8,395,2435,93679,196200
joncampbell123/dosbox-x,102,1123,6.8,716,5305,320670,1714583
MirrorYuChen/ncnn_example,102,210,3.5,568,2849,75208,458526
Cisco-Talos/pyrebox,102,112,2.1,412,2423,305189,1660669
tildearrow/furnace,101,265,5,1101,8551,135902,945851
mltframework/mlt,101,0,5.5,190,1677,23817,108237
gideros/gideros,101,881,3.5,308,2236,491013,1651871
acassen/keepalived,101,179,5.7,178,1365,11095,66979
FreeTDS/freetds,100,22,4.8,178,1023,17884,96378
BabylonJS/BabylonNative,100,0,6.6,365,3169,101831,436521
septag/rizz,99,362,3.2,311,2749,27876,196511
mgerdes/Open-Golf,99,78,2.5,258,2159,29148,160897
ptitSeb/box86,98,0,4.6,337,5147,34811,146809
OpenBoardView/OpenBoardView,98,0,3.6,281,2547,72314,132862
ETLCPP/etl,98,21,5.8,3184,11923,68285,238902
DiligentGraphics/DiligentCore,98,1,5.2,1448,10962,59359,256737
symengine/symengine,97,2666,5.9,65,1315,14716,111373
raspberrypi/rpi-imager,97,732,5.6,857,5209,115844,412893
kohler/click,96,905,4.7,265,2829,66633,243252
GPUOpen-Tools/compressonator,96,21,4.7,205,1372,67072,306030
util-linux/util-linux,95,-1,7.3,601,4195,32933,167451
vifm/vifm,94,-1,5.9,121,3705,27608,172623
qhull/qhull,93,-1,6,270,1010,19938,57549
OGRECave/ogre-next,93,336,4.7,283,4772,161141,462419
raspberrypi/userland,92,168,5.5,381,2752,53506,146628
openvswitch/ovs,92,-1,5.8,613,8919,64424,306991
DanielSWolf/rhubarb-lip-sync,92,128,3.6,305,2450,129430,629649
yourWaifu/sleepy-discord,91,240,4.8,510,3593,4243,22936
steineggerlab/foldseek,91,0,5.5,629,3771,49067,418355
Matheus-Garbelini/esp32_bluetooth_classic_sniffer,91,724,2.7,272,5841,261435,520998
Rubberduckycooly/Sonic-1-2-2013-Decompilation,90,258,4.7,260,948,614,38258
phaag/nfdump,88,162,6.2,116,829,12726,63139
cgsecurity/testdisk,88,241,6.4,162,1303,27455,85419
y123456yz/reading-and-annotate-mongodb-3.6,87,12,1.4,740,2188,804371,2861087
rbfx/rbfx,87,1442,5.9,998,8112,524269,2848725
moai/moai-dev,86,749,2.7,540,4737,255370,996106
openocd-org/openocd,85,-1,4.9,660,5325,43381,243789
nowar-fonts/Warcraft-Font-Merger,85,1044,3.8,134,1117,9970,49961
SapphireServer/Sapphire,85,11,5.5,179,6323,28208,204975
turbolent/w2c2,84,647,4.6,46,454,2152,115568
open-mpi/hwloc,84,43,6.3,316,1461,13426,60079
HaxeFoundation/hashlink,84,0,5.1,252,2127,134394,362640
monitoring-plugins/monitoring-plugins,83,91,6.2,95,375,18277,76262
jmk-foofus/medusa,83,112,4,74,261,3521,18883
iondbproject/iondb,83,220,5.9,59,998,10421,18905
milkytracker/MilkyTracker,82,490,4.2,203,1853,23809,179443
enginmanap/limonEngine,82,452,3.4,567,4453,21575,97622
OpenMS/OpenMS,81,5,4.3,1136,10378,254855,993522
oNaiPs/droidVncServer,80,321,2.4,189,1215,92938,307057
liballeg/allegro5,80,507,6.1,224,2873,19379,148023
iqiyi/dpvs,80,155,6.2,148,1143,19469,116204
fhanau/Efficient-Compression-Tool,80,248,4.1,234,1148,6123,19169
esmini/esmini,80,269,5.2,169,1577,8935,78648
syoyo/tinygltf,79,238,6.7,28,231,37545,192581
projectchrono/chrono,79,0,4.8,202,2990,160479,503750
networkupstools/nut,79,343,6.4,373,1935,31354,112085
ermig1979/Simd,78,0,5,501,6238,35564,304664
POV-Ray/povray,78,578,3.5,220,1324,249411,984333
drowe67/codec2-dev,77,0,4.8,85,550,15994,130993
Blizzard/s2client-api,77,0,4.6,410,4759,1956,17002
varnishcache/varnish-cache,76,343,5.8,1334,2952,26843,109584
su2code/SU2,76,84,5.7,59,419,284338,489604
opentomb/OpenTomb,75,58,4,180,2546,69628,286954
galkahana/HummusJS,75,493,5.5,268,2453,78920,238635
godlikepanos/anki-3d-engine,74,623,4.6,789,8936,295811,1888744
alibaba/GaiaX,74,244,3.9,90,548,7907,88975
vittorioromeo/SSVOpenHexagon,73,0,3.4,404,4762,99868,229526
distcc/distcc,73,47,4.5,65,502,8508,27938
Gargaj/Bonzomatic,73,76,3,175,1985,41552,243925
yvt/openspades,72,-1,4.7,516,3942,23492,133455
symforce-org/symforce,72,27,5.6,38,945,25367,182304
ptpd/ptpd,71,26,4.6,49,438,5582,25335
KqSMea8/AirplayServer,70,1150,3.6,419,1793,89350,264972
DeaDBeeF-Player/deadbeef,70,1147,5.6,419,1793,152511,626201
pineappleEA/pineapple-src,69,270,2.9,527,3171,399079,2437456
nihui/waifu2x-ncnn-vulkan,69,0,3.9,332,2372,1812,9596
0ad/0ad,69,0,3.8,246,1770,389431,1111142
uclouvain/openjpeg,68,384,4.8,283,1855,45046,164378
pbek/QOwnNotes,68,1105,3.7,614,7687,30137,166383
nihui/realsr-ncnn-vulkan,68,0,3.8,333,2370,1811,9451
nihui/realcugan-ncnn-vulkan,68,0,3.8,362,2532,1887,12058
DentonW/DevIL,68,308,4.8,268,1566,10392,65470
vgmtrans/vgmtrans,67,122,3.8,135,1312,24482,150382
kosua20/MIDIVisualizer,67,432,5,205,1973,41460,169933
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,67,71,6.6,205,972,5598,36227
LouisBrunner/valgrind-macos,67,-1,5.3,1123,7839,141769,820118
Aloshi/EmulationStation,67,-1,4.5,52,1253,2352,79054
wseemann/FFmpegMediaPlayer,66,426,1.9,476,3666,61725,215299
mstorsjo/fdk-aac,66,1133,5.6,429,1786,59353,128590
liuyubobobo/Play-Leetcode,66,118,,,,,
colobot/colobot,66,316,6.9,261,2519,25469,134514
OGRECave/ogre,66,568,6.2,368,5848,124412,362487
MRPT/mrpt,66,0,6,296,4760,135396,655525
DefTruth/lite.ai.toolkit,66,80,1.6,21,1148,55222,174021
riscv-software-src/riscv-isa-sim,65,-1,5.9,4988,10329,14267,49795
mattgodbolt/zindex,65,-1,4.8,170,1451,60781,114269
CESNET/UltraGrid,65,0,4.8,204,2091,48074,139280
tfussell/xlnt,64,30,3,567,5142,15192,59335
nihui/rife-ncnn-vulkan,64,0,3.8,355,2434,1898,12735
nihui/dain-ncnn-vulkan,64,0,3.8,337,2405,1853,10286
lwip-tcpip/lwip,64,120,6.2,1227,3695,44573,109761
CoolProp/CoolProp,64,102,5.1,144,1523,13697,55440
BespokeSynth/BespokeSynth,63,-1,5.9,209,3155,28682,178558
libtcod/libtcod,62,347,5.2,77,931,25970,68155
sysstat/sysstat,61,46,6.7,103,700,23631,49258
Murmele/Gittyup,61,0,5.6,631,7111,13623,68832
liblava/liblava,60,-1,5,545,5667,8175,17391
ComodoSecurity/openedr,60,236,2.7,258,2829,946466,4659303
AMReX-Codes/amrex,60,148,6.2,143,1142,27965,257567
prusa3d/Prusa-Firmware-Buddy,59,6,2.5,921,8588,892847,1606973
picolibc/picolibc,59,216,5.5,95,779,107751,373154
kanryu/quickviewer,59,1220,2.1,396,2967,40048,425308
chexiongsheng/build_xlua_with_libs,59,-1,3.1,58,1819,34515,250521
amsynth/amsynth,59,27,5.2,13,254,2115,9483
zynaddsubfx/zynaddsubfx,58,2,4.3,80,1994,8747,46890
torognes/vsearch,58,127,4.7,69,339,6337,30453
libjpeg-turbo/libjpeg-turbo,58,192,6.2,138,769,18646,62543
cmusphinx/pocketsphinx,58,215,-1,149,1210,23226,57771
LibVNC/libvncserver,58,171,6.3,79,494,8206,43803
galkahana/PDF-Writer,57,919,5.9,334,2995,95374,293300
facebook/mysql-5.6,57,185,5.7,93,1059,411217,1732574
Embroidermodder/Embroidermodder,57,77,4.5,180,1754,38320,165867
wb2osz/direwolf,56,87,6.1,172,690,32525,59145
niessner/VoxelHashing,56,0,2.4,12,420,142320,578128
airbus-cert/Yagi,56,0,3.8,233,2806,1791,5873
Samsung/TizenRT,56,33,4.2,673,7102,1535729,3519817
glassechidna/zxing-cpp,55,674,4.8,65,578,8644,27844
dog-qiuqiu/MobileNet-Yolo,55,161,3,70,755,6226,44630
bambulab/BambuStudio,55,130,3.8,335,2269,156161,826590
SoftFever/OrcaSlicer,55,3,4.4,335,2269,160161,832833
ProtonVPN/android-app,55,2336,4.3,716,3701,222005,925366
AlexandreRouma/SDRPlusPlus,55,625,5.1,147,1605,23606,117249
schismtracker/schismtracker,54,271,5.2,183,1364,10328,58537
projectM-visualizer/projectm,54,0,5.8,77,619,19524,82105
parallel101/course,54,243,2.7,20,954,34071,136906
neka-nat/cupoch,54,461,5.1,245,1854,53671,240585
nativeformat/NFHTTP,54,-1,3.7,304,2417,74732,134313
diffblue/cbmc,54,46,5.4,773,6310,71870,496318
dankamongmen/notcurses,54,-1,5.8,189,1085,7701,94158
skylersaleh/SkyEmu,53,74,5.2,615,4914,90039,923493
ppwwyyxx/OpenPano,53,323,4.1,29,280,13904,63557
monero-project/monero-gui,53,0,6,664,4491,3106,34340
magiblot/tvision,53,220,5,31,829,5929,41875
linuxmint/warpinator,53,1333,5.1,326,4784,246128,953267
alliedmodders/sourcemod,53,85,5.2,133,625,146651,390980
zeromq/czmq,52,202,5.1,92,814,22700,50657
exult/exult,52,569,5,212,2534,32206,151195
USCiLab/cereal,52,237,5,2,23,10724,30813
yodaos-project/yodaos,51,138,2,233,2097,675691,3233648
muse-sequencer/muse,51,-1,4.9,621,5042,74838,265738
mariotaku/moonlight-tv,51,86,4.9,233,2098,1244,17989
linux-rdma/rdma-core,51,0,7,234,3862,22731,166301
akumuli/Akumuli,51,0,3.2,104,1301,10779,55667
Netflix/msl,51,642,4.1,325,2628,36109,90802
thedmd/imgui-node-editor,50,45,5.1,123,1165,12412,65651
seladb/PcapPlusPlus,50,559,5.6,142,1378,27265,86068
martijnvanbrummelen/nwipe,50,55,5.9,41,213,4940,16254
libjxl/libjxl,50,-1,9,484,2687,17188,133504
lethal-guitar/RigelEngine,50,365,5.2,165,1957,21774,102809
horsicq/XMachOViewer,50,1,5,653,10282,160,545
horsicq/DIE-engine,50,0,5,603,9861,327,988
google/sandboxed-api,50,240,6.8,424,5142,8664,38314
geany/geany,50,-1,6.2,565,5613,33846,227714
Rubberduckycooly/Sonic-CD-11-Decompilation,50,112,4.7,190,730,743,27126
RedisLabs/redisraft,50,-1,5.7,99,868,6584,32917
AcademySoftwareFoundation/openexr,50,1436,9.1,254,1925,24849,225799
simsong/bulk_extractor,49,367,3.9,73,758,5787,31954
axiomatic-systems/Bento4,49,606,4.7,110,1148,23036,61280
twitter/pelikan,48,280,5,404,1292,7384,38677
tats/w3m,48,-1,4.1,235,1161,2058,60077
smasherprog/screen_capture_lite,48,186,5.8,85,1057,18040,70908
mitsuba-renderer/mitsuba3,48,7,6,421,4534,17450,69260
elfmz/far2l,48,170,5.1,284,3041,42662,399210
davidmoreno/onion,48,0,5.8,82,440,7074,18025
chirlu/sox,48,-1,4.3,113,760,13152,41166
VladyslavUsenko/basalt-mirror,48,-1,3.9,109,1290,13228,56357
LomoX-Offical/nginx-openresty-windows,48,451,0,152,809,159973,756975
DFHack/dfhack,48,0,5.1,298,4827,36291,181822
osqp/osqp,47,55,5,54,670,5527,20622
kiddin9/openwrt-packages,47,40,4.4,76,306,26271,210877
can1357/NoVmp,47,2,3.6,244,3440,2121,4247
Apress/Ray-Tracing-Gems-II,47,140,2.5,95,1274,72667,279470
ton-blockchain/ton,46,0,4.8,610,12301,28656,285971
stella-emu/stella,46,318,6.9,86,2398,167862,356502
openglonmetal/MGL,46,92,5.2,41,563,33746,190445
aetilius/pHash,46,162,5.5,2,15,10472,82539
ShadowsocksR-Live/shadowsocksr-native,46,1913,3.8,260,2548,2167,19689
SRombauts/SQLiteCpp,46,-1,5.8,456,3841,89868,163669
Azure/azure-iot-sdk-c,46,619,7,1064,3769,31174,215438
shadowsocksr-backup/shadowsocksr-libev,45,210,3.9,100,1170,8570,60085
paullouisageneau/libdatachannel,45,-1,6.1,308,1934,2454,21036
encryptogroup/ABY,45,-1,4.3,55,773,5468,19993
dalerank/nanogui-sdl,45,118,5.8,12,309,4718,49099
bytedance/terarkdb,45,245,4.3,357,4947,60741,321783
PureDarwin/PureDarwin,45,2,5.7,54,551,548479,1691980
David-Haim/concurrencpp,45,0,4.9,0,2379,488,16604
switch-iot/hin2n,44,177,2.6,82,560,11738,30264
rose-compiler/rose,44,347,4.3,51,577,533962,3764003
openai/retro,44,539,2.6,230,2355,250889,897543
lockedbyte/CVE-Exploits,44,263,1.9,408,1754,103839,462830
helloexp/0day,44,263,0.8,407,1752,114368,542301
angband/angband,44,335,4.6,513,3682,68820,201314
StereoKit/StereoKit,44,319,5,73,1349,20664,177533
LAStools/LAStools,44,665,3.5,160,1029,11948,111793
vtil-project/VTIL-Core,43,1,5.2,244,3386,11581,109262
maplibre/maplibre-native,43,-1,6,393,4558,133551,364661
Speek-App/Speek,43,-1,3.2,108,1733,24189,95459
ylmbtm/GameProject3,42,148,1.9,828,16603,67595,359718
soedinglab/MMseqs2,42,277,5.6,364,2148,42908,317198
rism-digital/verovio,42,-1,5.3,681,6538,74123,257141
logicalclocks/rondb,42,154,5.4,56,561,1157338,3601672
ladislav-zezula/StormLib,42,303,5.7,114,779,16736,49068
jgaeddert/liquid-dsp,42,153,5.9,7,597,41229,113791
horsicq/XELFViewer,42,0,4.8,466,6574,165,522
hihkm/DanmakuFactory,42,14,5.2,18,71,1417,7853
haka-security/haka,42,0,3.7,62,605,2668,22664
gabonator/LA104,42,119,3.5,219,2417,97977,368466
decaf-emu/decaf-emu,42,1,4,492,5405,14231,186383
Koihik/LuaFormatter,42,0,4.5,34,805,208,8091
JaCzekanski/Avocado,42,-1,4.4,206,1879,3273,36519
BestImageViewer/geeqie,42,-1,5.6,229,2754,11564,111372
paulftw/hiberlite,41,7,4.6,142,1222,36,2308
nmwsharp/geometry-central,41,-1,4.7,116,1265,8314,31569
autobleem/AutoBleem,41,1,2,208,1948,88850,167026
AtomicGameEngine/AtomicGameEngine,41,673,0.9,482,3786,510603,1662416
0xnobody/vmpdump,41,1,3.6,241,3417,743,2258
0vercl0k/wtf,41,1,4.2,80,1003,56035,186022
turesnake/tprPix,40,90,3.1,49,886,144617,349647
pmoulon/CMVS-PMVS,40,292,3,65,299,91258,434614
pisa-engine/pisa,40,-1,6.6,88,2031,1078,21987
loki-47-6F-64/sunshine,40,0,3.3,100,870,4803,41902
cmu-db/bustub,40,700,6.9,136,2131,54266,205997
clangen/musikcube,40,-1,4.8,279,3331,178738,314856
Chatterino/chatterino2,40,0,5.8,105,3054,6273,80177
vlm/asn1c,39,245,4,128,404,8990,55255
p7zip-project/p7zip,39,308,3.8,442,2372,70309,416216
moosefs/moosefs,39,1259,5.5,468,1976,9313,93901
google/fuzztest,39,390,5.8,102,2078,11383,46087
dibyendumajumdar/ravi,39,212,4.1,575,5495,15673,107075
vipshop/redis-migrate-tool,38,-1,4.4,168,1135,3023,23474
strato-emu/strato,38,1,6,374,4747,9686,46464
percona/percona-xtrabackup,38,153,6.2,48,530,1162291,3624137
percona/percona-server,38,213,7,48,617,1175727,3665548
mabeijianxi/FFmpeg4Android,38,543,1.9,244,1059,182769,1081583
AcademySoftwareFoundation/MaterialX,38,-1,6.3,103,1209,25632,136171
xelatihy/yocto-gl,37,125,3.8,111,871,36546,166626
