repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
merryhime/dynarmic,364,205,6.3,193,4316,41378,229800
jupyter-xeus/cpp-terminal,353,152,5.7,29,329,1169,7212
gphoto/libgphoto2,340,827,6.9,242,1733,31973,138067
alexbatalov/fallout1-ce,334,294,4.4,285,2488,8321,105664
KhronosGroup/COLLADA2GLTF,332,190,3.6,2754,15104,451,7894
falkTX/Carla,331,-1,3.4,194,1846,209886,785151
alexbatalov/fallout2-ce,329,320,4.3,340,2795,10857,120188
klaussilveira/qengine,327,493,3.9,917,7504,75142,426378
USBhost/MX_FFmpeg,327,1363,1.6,1315,7146,368156,1916109
gammu/gammu,322,0,6.8,247,2051,18624,111693
FreeFem/FreeFem-sources,319,-1,4.6,598,3159,42114,278388
Skulltrail192/One-Core-Api-Source,311,189,3.7,287,1986,1054697,6695966
skylicht-lab/skylicht-engine,308,-1,4.6,803,7910,205779,800369
pierreguillot/Camomile,305,968,4,308,4304,4493,15556
mangoszero/server,295,-1,3.9,1007,10319,41361,227353
adaptech-cz/Tesseract4Android,295,893,4.2,1598,8569,171861,445879
acl-dev/acl,295,674,4.1,526,9790,179471,509188
Stichting-MINIX-Research-Foundation/minix,288,383,2.4,2702,20852,1679506,5601445
DynamoRIO/drmemory,288,192,3.9,836,5557,28685,134505
freesurfer/freesurfer,286,1067,2.2,2213,10413,245680,1271353
micmacIGN/micmac,284,0,2.8,775,12374,244924,1627771
casadi/casadi,284,329,5.2,388,4355,88550,188815
TASEmulators/fceux,276,0,3.5,231,3564,43481,251299
termux/termux-x11,270,0,4.8,927,5946,266,4109
OpenSmalltalk/opensmalltalk-vm,267,594,4.3,353,4610,948526,4300217
gongminmin/KlayGE,266,0,5.3,2073,16973,15402,186472
TheAssemblyArmada/Thyme,266,226,6.5,792,5802,37543,298683
LiangliangNan/Easy3D,264,0,4.9,570,4252,122967,494535
wheybags/freeablo,260,3054,2.3,1323,9084,212090,975094
openbabel/openbabel,255,96,5.8,853,3512,66068,306793
csound/csound,254,2,4,511,4210,42127,212659
Themaister/Granite,248,-1,5.8,2406,19475,17657,131480
simbody/simbody,246,-1,5.3,402,4220,118710,269215
audeering/opensmile,246,1685,3.8,442,3310,19017,101851
DarkflameUniverse/DarkflameServer,246,529,7.4,431,5528,88546,238886
muhanzhang/SEAL,242,487,0.2,308,897,11981,75251
STJr/SRB2,242,266,3.3,814,6137,96612,434297
coronalabs/corona,239,-1,4.2,763,9058,340769,1046508
seemoo-lab/nexmon,233,2000,4.5,3290,29800,1064686,5561543
pachterlab/kallisto,233,1502,5.1,328,1991,25210,120384
rockchip-linux/rknn-toolkit2,231,88,2.7,29,282,44389,89357
openxla/iree,229,1,5.6,5267,80957,74290,307078
nature-lang/nature,226,518,2.8,116,1114,5695,30234
jlblancoc/suitesparse-metis-for-windows,226,345,4.6,241,1270,125585,415587
dethrace-labs/dethrace,226,3,4.9,396,5445,13703,201366
Hamlib/Hamlib,226,-1,6.4,852,3898,50487,252809
steveicarus/iverilog,225,939,6.1,413,5103,38103,174652
bminor/binutils-gdb,224,831,5.8,398,4122,561845,3149903
groonga/groonga,218,-1,6.3,1268,4348,12946,614175
skylersaleh/SkyEmu,216,1679,4.8,2212,17911,201544,1657699
avrdudes/avrdude,216,213,6.4,274,1727,12210,99278
openvenues/libpostal,213,-1,3.5,185,1184,6733,583235
cfengine/core,212,-1,7.3,241,2862,20179,128508
airockchip/rknn_model_zoo,212,483,2.5,324,1864,43639,120987
KhronosGroup/Vulkan-Samples,212,0,7,1444,12799,20217,99744
ring-lang/ring,211,2241,3.7,1050,6486,337075,2106198
containers/crun,211,608,7.6,273,1155,2714,27022
agraef/purr-data,211,1072,3.6,266,3577,128795,726583
openldap/openldap,209,1204,6.2,798,2639,49601,335799
OpenVisualCloud/SVT-HEVC,208,583,4.4,336,1211,18026,128202
surge-synthesizer/surge,203,13,5.3,598,5834,108651,348128
adobe-type-tools/afdko,201,7,6,442,3782,22035,168895
ipc-sim/IPC,196,2,4.6,397,3356,2436,27097
BespokeSynth/BespokeSynth,195,883,5.8,211,3166,28734,178966
LLNL/RAJA,194,467,6.4,20,260,31153,93334
lammps/lammps,191,442,7,671,3591,245734,1214445
beefytech/Beef,191,179,3.6,279,1962,157787,701705
bjornbytes/lovr,190,0,5.2,585,6040,13538,127215
vermaseren/form,183,514,4.3,601,1513,31200,126488
eclipse-iceoryx/iceoryx,182,28,6.9,10,634,35082,122941
ablab/spades,181,1184,3.6,557,3284,230221,1051411
keith2018/SoftGLRender,176,612,4.2,773,6379,156601,752696
pmq20/ruby-packer,172,402,3.4,273,1744,182644,1447379
Ettercap/ettercap,172,0,5.9,195,1157,19548,58324
samtools/htslib,171,1046,6.7,338,1630,17645,65461
k2-fsa/sherpa-onnx,170,0,4.8,188,1222,3812,24576
google-deepmind/mujoco_mpc,170,7,6.9,606,4121,7821,20302
etlegacy/etlegacy,170,185,6.5,934,7722,104635,375863
adventuregamestudio/ags,170,215,4.6,579,7768,81108,314743
mit-biomimetics/Cheetah-Software,169,77,3.9,2,380,36420,96346
HarbourMasters/Shipwright,169,-1,5.9,1290,13537,22043,494956
LabSound/LabSound,168,475,6.2,72,746,6518,39314
navit-gps/navit,166,0,5.8,275,2219,39948,183742
axmolengine/axmol,166,861,4.3,471,5511,337626,1472652
flomesh-io/pipy,163,900,4.6,574,7460,276114,1148621
WolfireGames/overgrowth,161,518,4,779,4065,384416,2331673
SatDump/SatDump,158,265,4.9,877,6957,84218,420865
saghul/txiki.js,155,0,5.2,987,8181,89180,342227
yasm/yasm,154,358,5.6,134,1122,13344,55793
ptitSeb/box64,154,0,4.4,1669,29104,37787,199515
mfem/mfem,154,-1,7.1,709,4056,62616,392436
RasPlex/OpenPHT,154,694,1.9,282,2002,522916,2510453
LLNL/sundials,152,409,6.2,256,2992,88542,287695
powervr-graphics/Native_SDK,151,1268,2.5,1241,10578,43158,318505
kangjianwei/Data-Structure,150,159,3.4,76,2347,46388,103628
catsout/wallpaper-engine-kde-plugin,150,7,6.4,518,3484,50480,243623
yrnkrn/zapcc,147,1,3.2,4415,43165,894807,2602717
renard314/textfairy,146,79,2.3,972,4204,161955,405257
adishavit/argh,146,57,5.1,25,35,652,6106
FundamentalFrequency/LMN-3-DAW,146,0,3.8,7,399,702,14720
qcad/qcad,145,2058,6.2,1279,9721,269849,1558668
microsoft/msix-packaging,145,3627,4,1092,9825,156066,786352
kdave/btrfs-progs,145,-1,5,483,2009,19644,122302
ddiakopoulos/libnyquist,145,155,5.2,50,266,35503,151182
Polidea/SiriusObfuscator,145,29,1.6,3182,27492,1166840,3908540
toggl-open-source/toggldesktop,141,65,2,677,8587,245078,1080983
Embroidermodder/Embroidermodder,141,434,4.4,658,5742,131899,477061
ARM-software/vulkan_best_practice_for_mobile_developers,141,384,5,1087,8569,6555,21927
erich666/GraphicsGems,140,392,5.3,124,1103,15752,53725
bigartm/bigartm,140,1072,3.1,574,9836,85838,311660
google/tensorstore,139,0,8,2778,30517,64856,269323
OpenVSP/OpenVSP,139,136,5.6,944,5095,78792,439221
nmwsharp/polyscope,136,357,5.8,461,5543,23315,248627
Try/OpenGothic,136,0,5.3,583,7051,2183,62419
shaka-project/shaka-packager,135,0,6.5,1455,10975,14063,84900
metartc/metaRTC,135,147,4.3,46,1198,137785,160403
thunder-engine/thunder,134,279,4.7,449,3875,220358,902013
punesemu/puNES,134,1512,3.8,840,8633,118733,725756
envytools/envytools,134,57,5.4,765,5224,11749,111821
pthom/hello_imgui,133,-1,4.9,372,3230,4019,32415
CloudCompare/CloudCompare,132,235,5.6,629,5115,70984,270193
GoSSIP-SJTU/Armariris,131,1,2.5,3926,37118,720083,2092898
squid-cache/squid,128,-1,6.4,647,5250,49407,203801
Yixin-Hu/TetWild,127,-1,4,191,1931,2254,9971
TorqueGameEngines/Torque3D,127,1808,4.4,1211,8396,639072,2413862
Sneeds-Feed-and-Seed/sneedacity,127,1093,4.8,365,3476,246869,888774
coin-or/Ipopt,126,314,5,87,792,24121,99398
RobLoach/raylib-cpp,126,-1,6.2,63,707,2919,5621
nfs-ganesha/nfs-ganesha,125,121,5,849,2940,66779,172880
JoshMarler/react-juce,125,0,3.9,0,7,67544,215327
MaJerle/stm32-usart-uart-dma-rx-tx,124,9,4.7,225,1820,1749784,4546170
OpenXRay/xray-16,123,69,4.2,913,15889,137383,805729
NVIDIA/Q2RTX,122,0,5.3,776,7323,20821,146066
MayaPosch/NymphCast,122,763,3.4,968,5952,193511,809908
soedinglab/hh-suite,121,40,4.5,83,331,16529,168548
pocl/pocl,121,40,5.9,375,1178,26260,151487
espeak-ng/espeak-ng,119,173,5.4,105,546,4981,45452
thiagoralves/OpenPLC_v3,117,382,4.1,75,1001,73642,212648
StanfordLegion/legion,117,-1,4.2,442,4764,68304,384440
KhronosGroup/KTX-Software,117,1860,4.5,799,4254,131681,479505
ampl/gsl,116,288,6.6,365,2537,64086,297929
RandyGaul/cute_framework,116,150,5.1,1847,5793,44687,314429
pure-data/pure-data,114,904,7.5,205,2220,19369,125994
freebayes/freebayes,114,-1,3.9,260,1559,11005,130486
tenable/routeros,113,258,4.2,87,1391,2451,11473
nanomq/nanomq,113,1134,6.3,250,2848,1879,24369
facebookresearch/habitat-sim,113,35,8,876,9000,30578,114275
hanwckf/rt-n56u,112,288,2.5,219,2328,3308594,16228099
rsummers11/CADLab,111,140,0.2,102,714,49780,249583
Qihoo360/QConf,111,137,2.1,669,4131,70495,217831
facebook/igl,110,-1,6.6,755,5301,12707,70482
eclipse/wakaama,110,1478,7.7,529,2617,3875,32475
DanBloomberg/leptonica,110,-1,5.3,975,3962,97334,198025
BeamMW/beam,110,65,5.6,685,8316,131053,531985
vengi-voxel/vengi,109,0,5,942,8256,139897,676915
ptitSeb/box86,109,0,4.6,352,5082,35142,149690
NVIDIAGameWorks/Path-Tracing-SDK,109,305,1.8,429,4532,65453,289820
ultimatepp/ultimatepp,108,-1,5.2,644,7867,220692,1225009
jerryuhoo/Fire,108,0,3.8,2,82,1840,10025
open5gs/open5gs,106,0,5.5,2494,15155,92653,1086686
r-lyeh-archived/scriptorium,105,218,2.1,328,2946,430151,1651306
TASEmulators/desmume,105,-1,4.2,659,6100,121156,460995
PolygonTek/BlueshiftEngine,105,-1,2.1,390,2629,239889,904850
vgmstream/vgmstream,104,-1,4.5,294,1880,42735,146970
GNOME/libxml2,104,-1,5.3,526,3583,54708,198991
DiligentGraphics/DiligentCore,104,61,5.3,1574,11364,59517,257882
libnice/libnice,103,-1,4,1457,12273,13703,38175
tksuoran/erhe,102,13,5.5,387,5690,38187,340952
sleuthkit/sleuthkit,102,526,6.9,396,2435,93681,196204
joncampbell123/dosbox-x,102,1123,6.6,716,5308,321791,1720663
MirrorYuChen/ncnn_example,102,252,3.5,568,2849,75208,458526
Cisco-Talos/pyrebox,102,112,2.1,412,2423,305189,1660669
tildearrow/furnace,101,265,4.8,1125,8689,137485,955841
mltframework/mlt,101,0,5.3,191,1677,23819,108281
gideros/gideros,101,881,3.6,308,2236,491024,1651877
acassen/keepalived,101,179,5.7,178,1365,11095,66979
FreeTDS/freetds,101,22,4.8,178,1024,17975,97205
BabylonJS/BabylonNative,100,0,6.4,367,3173,101833,436545
septag/rizz,99,362,3.2,311,2749,27876,196511
mgerdes/Open-Golf,99,78,2.5,258,2159,29148,160897
ETLCPP/etl,99,21,5.6,3435,12938,70014,249933
OpenBoardView/OpenBoardView,98,0,3.6,281,2547,72314,132862
symengine/symengine,97,2666,5.9,65,1315,14719,111407
raspberrypi/rpi-imager,97,732,5.5,858,5214,115869,413073
shader-slang/slang,96,0,5.4,668,9697,62943,325139
kohler/click,96,905,4.7,265,2829,66633,243252
GPUOpen-Tools/compressonator,96,21,4.3,205,1372,67072,306030
vifm/vifm,94,-1,6,119,3705,27714,173205
qhull/qhull,93,-1,6.9,270,1010,19938,57549
openvswitch/ovs,93,-1,5.8,616,8958,64563,308047
julius-speech/julius,93,263,3.7,81,729,76584,175580
OGRECave/ogre-next,93,351,4.7,283,4772,161205,462554
raspberrypi/userland,92,168,5.4,381,2752,53506,146628
DanielSWolf/rhubarb-lip-sync,92,128,3.6,305,2450,129430,629649
Matheus-Garbelini/esp32_bluetooth_classic_sniffer,91,724,2.7,272,5841,261435,520998
Rubberduckycooly/Sonic-1-2-2013-Decompilation,90,258,4.7,260,948,614,38258
phaag/nfdump,88,162,6.2,117,830,12748,63267
cgsecurity/testdisk,88,241,6.4,160,1307,27967,85421
y123456yz/reading-and-annotate-mongodb-3.6,87,12,1.4,740,2188,804371,2861087
rbfx/rbfx,87,1442,5.6,998,8112,524328,2849909
proftpd/proftpd,86,311,6,263,1943,40354,244409
openocd-org/openocd,86,-1,4.9,663,5351,43841,245740
moai/moai-dev,86,749,2.7,540,4737,255370,996106
enginmanap/limonEngine,86,-1,3.4,567,4453,21575,97625
nowar-fonts/Warcraft-Font-Merger,85,1044,3.8,134,1117,9970,49961
SapphireServer/Sapphire,85,19,5.5,179,6323,28208,204975
floe/backscrub,84,17,4.6,1050,5972,284,1622
jmk-foofus/medusa,83,112,4,74,261,3521,18883
iondbproject/iondb,83,220,5.9,59,998,10421,18905
esmini/esmini,83,283,5.2,174,1600,9038,80562
HaxeFoundation/hashlink,83,0,5,252,2127,134405,362799
milkytracker/MilkyTracker,82,490,4.4,203,1853,23809,179443
monitoring-plugins/monitoring-plugins,81,91,6.1,95,375,18281,76303
ermig1979/Simd,81,0,5,509,6294,36046,307231
OpenMS/OpenMS,81,55,3.9,1125,10521,252903,989550
oNaiPs/droidVncServer,80,321,2.4,189,1215,92938,307057
liballeg/allegro5,80,537,6.2,224,2873,19404,148139
fhanau/Efficient-Compression-Tool,80,262,4.2,234,1148,6123,19169
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,80,74,6.4,217,1000,5736,38008
syoyo/tinygltf,79,238,6.5,28,231,37593,192691
projectchrono/chrono,79,0,4.8,202,2949,158027,496720
networkupstools/nut,78,0,6.6,374,1937,31534,112523
kiddin9/openwrt-packages,78,56,4.4,86,443,26316,214402
POV-Ray/povray,78,578,3.5,220,1324,249411,984333
util-linux/util-linux,77,-1,7.6,599,4299,33472,169673
drowe67/codec2-dev,77,0,4.8,85,550,15994,130993
Blizzard/s2client-api,77,0,4.6,410,4759,1956,17002
su2code/SU2,76,84,5.4,59,419,284338,489604
varnishcache/varnish-cache,75,345,5.7,1341,2965,26858,109873
opentomb/OpenTomb,75,58,4,180,2546,69628,286954
galkahana/HummusJS,75,493,5.4,268,2453,78920,238635
godlikepanos/anki-3d-engine,74,623,4,789,8936,295811,1888744
alibaba/GaiaX,74,244,3.9,90,548,7909,89003
vittorioromeo/SSVOpenHexagon,73,0,3.4,404,4762,99868,229526
distcc/distcc,73,47,4.7,65,502,8508,27938
Gargaj/Bonzomatic,73,76,3,175,1985,41552,243925
yvt/openspades,72,119,4.7,516,3942,23492,133455
symforce-org/symforce,72,86,5.6,38,945,25366,182292
pineappleEA/pineapple-src,72,784,2.9,545,3919,400678,2453156
benikabocha/saba,72,-1,4.5,128,1694,51861,238063
ptpd/ptpd,71,26,4.6,49,438,5582,25335
shibatch/sleef,70,0,6.2,26,514,2761,50367
KqSMea8/AirplayServer,70,1150,3.6,419,1793,89350,264972
DeutscheKI/tevr-asr-tool,70,159,3.7,1121,7291,6,288
DeaDBeeF-Player/deadbeef,70,1147,5.6,419,1793,152607,627515
nihui/waifu2x-ncnn-vulkan,69,0,3.9,332,2372,1812,9596
CoolProp/CoolProp,69,51,5.1,144,1545,13729,55615
0ad/0ad,69,0,3.8,246,1770,389348,1111409
vgmtrans/vgmtrans,68,122,4.7,156,1436,14101,83638
nihui/realsr-ncnn-vulkan,68,0,3.8,333,2370,1811,9451
nihui/realcugan-ncnn-vulkan,68,0,3.8,362,2532,1887,12058
DentonW/DevIL,68,308,4.8,268,1566,10392,65470
kosua20/MIDIVisualizer,67,432,4.2,205,1973,41460,169933
artclarke/humble-video,67,1137,3.8,390,3100,393158,2253933
LouisBrunner/valgrind-macos,67,-1,5.3,1123,7839,141769,820118
Aloshi/EmulationStation,67,-1,4.5,52,1253,2352,79054
mstorsjo/fdk-aac,66,1133,5.7,429,1786,59353,128597
liuyubobobo/Play-Leetcode,66,141,,,,,
OGRECave/ogre,66,566,5.9,367,5869,124473,362496
MRPT/mrpt,66,100,6,330,5066,135794,659689
DefTruth/lite.ai.toolkit,66,80,2.5,21,1148,55222,174021
CESNET/UltraGrid,66,0,4.9,206,2101,47682,139743
tsl0922/ImPlay,65,127,5,297,2568,27874,175753
riscv-software-src/riscv-isa-sim,65,-1,6.1,4988,10349,14285,49966
mattgodbolt/zindex,65,-1,4.8,170,1451,60781,114269
colobot/colobot,65,11,6.9,261,2527,25470,134625
tfussell/xlnt,64,101,2.9,567,5142,15192,59335
nihui/rife-ncnn-vulkan,64,0,3.8,355,2434,1898,12735
nihui/dain-ncnn-vulkan,64,0,3.8,337,2405,1853,10286
lwip-tcpip/lwip,64,120,6.2,1227,3695,44575,109769
prusa3d/Prusa-Firmware-Buddy,63,421,2.3,865,9029,897935,1604070
libtcod/libtcod,62,347,4.3,77,931,25970,68155
sysstat/sysstat,61,46,6.4,103,700,23634,49311
Murmele/Gittyup,61,0,5.2,632,7120,13647,69050
ComodoSecurity/openedr,60,275,2.7,258,2829,945841,4659928
AMReX-Codes/amrex,60,160,6.2,142,1145,28085,258567
liblava/liblava,59,322,5,548,5705,8187,17406
kanryu/quickviewer,59,1220,2.1,396,2967,40048,425308
chexiongsheng/build_xlua_with_libs,59,-1,3,58,1819,34515,250521
amsynth/amsynth,59,27,5,14,254,2091,9480
LAStools/LAStools,59,703,5.2,221,1515,12222,115507
zynaddsubfx/zynaddsubfx,58,2,4.8,80,1994,8747,46902
picolibc/picolibc,58,205,5.5,99,790,109101,375821
linuxmint/warpinator,58,1425,4.9,379,5406,246128,953267
libjpeg-turbo/libjpeg-turbo,58,192,6.5,138,769,18678,62557
cmusphinx/pocketsphinx,58,215,5.8,149,1210,23226,57773
LibVNC/libvncserver,58,171,6.5,79,494,8173,43579
galkahana/PDF-Writer,57,929,5.9,335,3003,95423,293683
facebook/mysql-5.6,57,185,5.7,93,1059,411217,1732574
wb2osz/direwolf,56,87,6.1,172,690,32525,59145
niessner/VoxelHashing,56,0,2.4,12,420,142320,578128
airbus-cert/Yagi,56,0,3.8,233,2806,1791,5873
paullouisageneau/libdatachannel,55,-1,6.2,309,1938,2483,21221
glassechidna/zxing-cpp,55,674,4.8,65,578,8644,27844
dog-qiuqiu/MobileNet-Yolo,55,161,3,70,755,6226,44630
diffblue/cbmc,55,47,5.4,779,6323,71985,496248
bambulab/BambuStudio,55,130,4.8,335,2270,156530,833850
SoftFever/OrcaSlicer,55,131,4.5,335,2274,167525,874836
Samsung/TizenRT,55,33,4.2,673,7102,1597908,3606254
RoaringBitmap/CRoaring,55,419,7.5,53,771,7073,34372
ProtonVPN/android-app,55,2336,4.3,716,3701,222005,925366
AlexandreRouma/SDRPlusPlus,55,625,5.5,147,1605,23608,117250
schismtracker/schismtracker,54,271,5.2,183,1364,10328,58541
realm/realm-core,54,0,5.4,552,7430,100874,648845
projectM-visualizer/projectm,54,0,5.9,78,600,19413,79477
parallel101/course,54,243,2.5,20,954,34071,136906
neka-nat/cupoch,54,461,5.1,245,1854,53674,240661
nativeformat/NFHTTP,54,-1,3.7,304,2417,74732,134313
dankamongmen/notcurses,54,-1,6.1,189,1085,7701,94158
torognes/vsearch,53,121,5,69,340,6362,30525
ppwwyyxx/OpenPano,53,323,3.9,29,280,13904,63557
monero-project/monero-gui,53,0,6,664,4491,3106,34333
mariotaku/moonlight-tv,53,260,4.9,233,2098,1244,18038
magiblot/tvision,53,221,4.8,30,828,5934,41925
alliedmodders/sourcemod,53,85,5.1,133,625,146658,390977
openpilot/OpenPilot,52,0,2.4,14,530,280062,623416
exult/exult,52,605,5.3,221,2535,32609,161109
USCiLab/cereal,52,237,5,2,23,10724,30813
muse-sequencer/muse,51,0,4.6,621,5042,74838,265894
linux-rdma/rdma-core,51,0,6.5,236,3880,22772,166898
akumuli/Akumuli,51,0,3.2,104,1301,10779,55667
Netflix/msl,51,642,4.1,325,2628,36109,90802
AcademySoftwareFoundation/openexr,51,1437,9.1,258,1937,25076,227113
turbolent/w2c2,50,663,4.5,54,524,2270,120456
thedmd/imgui-node-editor,50,49,5.1,123,1166,11600,60634
seladb/PcapPlusPlus,50,568,5.7,177,1393,27704,88494
martijnvanbrummelen/nwipe,50,56,6.2,41,214,4960,16327
lethal-guitar/RigelEngine,50,367,4.2,165,1957,21774,102809
google/sandboxed-api,50,240,6.8,425,5143,8682,38396
geany/geany,50,-1,6.4,567,5613,33843,227701
Rubberduckycooly/Sonic-CD-11-Decompilation,50,112,4.3,190,730,743,27126
RedisLabs/redisraft,50,381,5.7,99,868,6584,32917
strato-emu/strato,49,1,5.4,411,5465,9735,46525
axiomatic-systems/Bento4,49,606,5.1,110,1148,23036,61282
twitter/pelikan,48,280,4.8,404,1292,7384,38677
tats/w3m,48,-1,4.1,235,1161,2058,60077
smasherprog/screen_capture_lite,48,186,5,85,1057,18040,70908
logicalclocks/rondb,48,251,5.5,150,1709,1228054,3802075
libjxl/libjxl,48,-1,8.2,487,2727,17216,135441
horsicq/XMachOViewer,48,1,5,677,10408,160,545
elfmz/far2l,48,166,5,580,5087,42685,398974
davidmoreno/onion,48,0,5.8,82,440,7074,18025
chirlu/sox,48,-1,4.3,113,760,13152,41166
VladyslavUsenko/basalt-mirror,48,-1,3.9,109,1290,13228,56357
PCRE2Project/pcre2,48,233,6.1,66,198,15352,96160
LomoX-Offical/nginx-openresty-windows,48,451,0,152,809,159973,756975
DFHack/dfhack,48,0,5.1,299,4836,35174,179504
osqp/osqp,47,55,4.9,54,670,5527,20622
horsicq/DIE-engine,47,172,5,621,9968,327,988
can1357/NoVmp,47,2,3.6,244,3440,2121,4247
KhronosGroup/OpenCL-SDK,47,14,5.4,47,661,1143,28478
Jaysmito101/TerraForge3D,47,14,5.8,301,3169,7733,35395
Apress/Ray-Tracing-Gems-II,47,140,2.5,95,1274,72667,279470
stella-emu/stella,46,319,6.9,87,2397,167864,356432
openglonmetal/MGL,46,92,5.2,41,563,33746,190445
mitsuba-renderer/mitsuba3,46,7,5.7,425,4580,18002,71532
aetilius/pHash,46,162,5.5,2,15,10472,82539
ShadowsocksR-Live/shadowsocksr-native,46,1913,3.9,260,2548,2167,19689
SRombauts/SQLiteCpp,46,-1,4.6,456,3841,89868,163669
Azure/azure-iot-sdk-c,46,618,7,1064,3769,31156,215445
shadowsocksr-backup/shadowsocksr-libev,45,168,3.9,100,1170,8570,60085
encryptogroup/ABY,45,-1,4.3,55,773,5468,19993
dalerank/nanogui-sdl,45,118,5.8,12,309,4718,49099
bytedance/terarkdb,45,-1,4.3,357,4947,60741,321783
PureDarwin/PureDarwin,45,2,5.7,54,551,548479,1691980
David-Haim/concurrencpp,45,0,4.8,0,2379,488,16604
0xnobody/vmpattack,45,0,3.6,242,3401,1650,3186
switch-iot/hin2n,44,177,2.5,82,560,11738,30264
openai/retro,44,539,2.6,230,2355,250889,897543
lockedbyte/CVE-Exploits,44,263,1.9,408,1754,103839,462830
helloexp/0day,44,263,0.5,407,1752,114368,542301
StereoKit/StereoKit,44,319,5,73,1349,20664,177533
vtil-project/VTIL-Core,43,1,5.2,244,3386,11581,109262
rism-digital/verovio,43,-1,5.2,700,6642,74738,261995
maplibre/maplibre-native,43,-1,6,392,4567,132876,364138
Speek-App/Speek,43,338,3.2,108,1733,24189,95459
ylmbtm/GameProject3,42,48,1.9,828,16603,67595,359718
mixxxdj/mixxx,42,32,6.9,296,5079,37767,255226
ladislav-zezula/StormLib,42,303,5.9,114,779,16763,49135
koying/SPMC,42,50,2.4,61,471,177348,710344
jgaeddert/liquid-dsp,42,153,5.9,7,597,41279,114084
haka-security/haka,42,0,3.7,62,605,2668,22664
gabonator/LA104,42,119,2.5,219,2417,97977,368466
decaf-emu/decaf-emu,42,1,4.5,492,5405,14231,186383
Koihik/LuaFormatter,42,0,4.4,34,805,208,8091
JaCzekanski/Avocado,42,471,4.3,206,1879,3273,36519
BestImageViewer/geeqie,42,-1,5.6,234,2791,11539,111288
paulftw/hiberlite,41,7,4.6,142,1222,36,2308
nmwsharp/geometry-central,41,900,5.2,116,1265,8314,31569
horsicq/XELFViewer,41,0,4.8,478,6649,165,522
autobleem/AutoBleem,41,1,2,208,1948,88850,167026
Chatterino/chatterino2,41,0,5.9,109,3092,6603,83526
AtomicGameEngine/AtomicGameEngine,41,673,0.9,482,3786,510603,1662416
0xnobody/vmpdump,41,0,3.6,241,3417,743,2258
0vercl0k/wtf,41,1258,4.4,80,997,55907,186504
turesnake/tprPix,40,90,3.1,49,886,144617,349647
pmoulon/CMVS-PMVS,40,292,3,65,299,91258,434614
pisa-engine/pisa,40,-1,6.6,88,2033,1086,21241
loki-47-6F-64/sunshine,40,107,3.3,100,870,4803,41902
garbear/kodi-steamlink,40,28,2.7,25,241,163289,729662
cmu-db/bustub,40,699,6.9,133,2139,54237,208464
