repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
micmacIGN/micmac,287,-1,0,3.2,774,12286,219261,1478651
DynamoRIO/drmemory,287,-1,170,4.6,811,5441,28683,134462
freesurfer/freesurfer,286,5,-1,4.9,2206,10394,245152,1267483
casadi/casadi,285,11,253,5.2,388,4346,87774,187459
TASEmulators/fceux,276,-1,0,5.2,231,3562,43474,251198
SWI-Prolog/swipl-devel,276,-1,514,6.4,476,4236,22009,156976
termux/termux-x11,270,-1,0,5.3,927,5944,268,7482
OpenSmalltalk/opensmalltalk-vm,267,2239,594,4.9,353,4610,948708,4301750
Hamlib/Hamlib,262,10175,-1,6.9,869,3879,50054,245170
wheybags/freeablo,260,-1,3065,4.7,1334,9143,212090,975094
LiangliangNan/Easy3D,260,0,0,5.6,560,4125,122641,482513
openbabel/openbabel,254,171,-1,6.2,853,3515,66049,306556
csound/csound,254,0,2,4.1,511,4210,42127,212659
DarkflameUniverse/DarkflameServer,253,0,525,8,406,5439,88676,234882
SerenityOS/jakt,247,-1,0,6.4,433,2323,2891,146231
simbody/simbody,246,-1,-1,5.2,402,4220,118684,269106
julius-speech/julius,246,339,347,5.7,174,1251,76584,175580
audeering/opensmile,246,594,1686,5.5,442,3310,19017,101842
TheAssemblyArmada/Thyme,246,-1,499,6.8,599,4391,35278,272791
muhanzhang/SEAL,242,-1,487,3.6,308,897,11981,75251
coronalabs/corona,239,-1,-1,4.9,763,9035,340654,1045982
skylicht-lab/skylicht-engine,237,-1,-1,5.3,668,6426,181670,606763
seemoo-lab/nexmon,237,-1,2003,5.5,3293,29808,1060255,5509334
trailofbits/cb-multios,235,-1,-1,5.6,2172,35525,420695,6908805
pachterlab/kallisto,234,1768,1496,5.3,327,1991,25199,120030
bluekitchen/btstack,233,-1,894,6.8,765,16999,639019,1313737
xapian/xapian,232,-1,1,5.8,1931,11135,42475,121823
vhelin/wla-dx,226,-1,0,6.6,167,482,3755,55859
jlblancoc/suitesparse-metis-for-windows,226,404,345,3.9,241,1270,125585,415587
dethrace-labs/dethrace,224,-1,-1,6.2,396,5444,13703,201341
steveicarus/iverilog,222,-1,929,6.8,410,5096,37936,173868
bminor/binutils-gdb,216,10648,726,7.3,279,2577,560914,3022752
openvenues/libpostal,213,-1,-1,5.2,185,1184,6733,583226
ring-lang/ring,211,-1,2241,5.7,1050,6486,324099,2036988
cfengine/core,211,3502,797,7.2,243,2863,20077,127935
agraef/purr-data,211,321,1072,5,266,3577,128795,726583
nature-lang/nature,209,-1,265,6.2,100,880,5424,26766
OpenVisualCloud/SVT-HEVC,208,41,583,4.9,336,1211,18026,128202
thalium/icebox,206,-1,595,3.4,1600,16464,1782023,5653522
rose-compiler/rose,206,2798,360,6.4,161,1694,532101,3749439
surge-synthesizer/surge,204,-1,0,6.1,580,5742,108002,342619
adobe-type-tools/afdko,201,884,7,6.3,442,3782,22035,168886
containers/crun,200,0,593,7.7,271,1136,2597,25749
Themaister/Granite,198,-1,-1,6.5,1760,15233,17344,125876
ipc-sim/IPC,196,0,4,5.1,397,3356,2436,27097
lammps/lammps,194,525,426,7.9,697,3619,241746,1188113
beefytech/Beef,191,61,29,5.5,279,1962,157761,701338
cyrusimap/cyrus-imapd,185,-1,-1,7.4,540,3522,54330,277774
vermaseren/form,183,114,516,5.3,601,1513,31199,126488
eclipse-iceoryx/iceoryx,182,84,29,6.9,3,576,34511,120114
ablab/spades,181,-1,1224,4.2,557,3284,230221,1051411
keith2018/SoftGLRender,179,396,682,4.6,779,6415,156601,752682
bjornbytes/lovr,178,0,0,5.9,538,5674,13548,121320
samtools/htslib,172,1418,1039,7.7,330,1606,17433,63950
pmq20/ruby-packer,172,-1,402,4,276,1759,182644,1447379
Ettercap/ettercap,172,72,0,6.7,195,1157,19548,58324
adventuregamestudio/ags,171,1935,219,5.9,536,7470,98728,320270
LabSound/LabSound,170,12,475,5.2,72,738,6502,40170
mit-biomimetics/Cheetah-Software,169,-1,77,6,2,380,36420,96346
deepmind/mujoco_mpc,169,-1,-1,7.6,559,3867,6631,17725
etlegacy/etlegacy,168,-1,185,6.3,924,7485,100434,365205
SatDump/SatDump,168,-1,1805,5.3,826,6558,78695,375320
wiredtiger/wiredtiger,167,3,69,7.2,1422,3740,74367,173579
navit-gps/navit,166,-1,0,6.9,275,2219,39948,183742
SchedMD/slurm,165,-1,-1,7.6,1805,8569,121379,496450
WolfireGames/overgrowth,161,-1,516,5.8,779,4065,384416,2331673
sheredom/utf8.h,157,-1,6,5.7,44,314,517,3716
adaptech-cz/Tesseract4Android,157,1748,893,6.5,1307,6039,171863,445879
yasm/yasm,154,357,357,6.2,134,1122,13344,55785
RasPlex/OpenPHT,154,-1,461,4.4,282,2002,523499,2509870
tcltk/tcl,153,-1,1169,6.1,803,2890,116190,225857
kangjianwei/Data-Structure,150,-1,159,5.9,76,2347,46388,103628
catsout/wallpaper-engine-kde-plugin,150,0,148,6.4,518,3484,50480,243619
yrnkrn/zapcc,147,-1,1,3.7,4415,43165,894807,2602717
renard314/textfairy,146,438,79,4.4,972,4204,161955,405257
adishavit/argh,146,0,57,6.8,25,35,652,6106
qcad/qcad,145,-1,2058,7.6,1279,9721,266886,1540305
microsoft/msix-packaging,145,6383,3631,7,1092,9825,156066,786352
ddiakopoulos/libnyquist,145,0,155,7.2,50,266,35503,151182
Polidea/SiriusObfuscator,145,1,-1,4.2,3182,27492,1166840,3908540
nmwsharp/polyscope,143,0,922,6.2,437,5386,22661,244624
kdave/btrfs-progs,143,3198,-1,5.4,462,1946,18973,118971
toggl-open-source/toggldesktop,141,-1,65,3.1,677,8587,245078,1080983
samba-team/samba,141,-1,21,8.2,1552,13831,406458,1911277
ARM-software/vulkan_best_practice_for_mobile_developers,141,-1,384,6.5,1087,8569,6555,21927
erich666/GraphicsGems,140,-1,392,6.3,124,1103,15735,53739
bigartm/bigartm,140,0,1071,5.3,574,9836,85838,311660
OpenVSP/OpenVSP,139,0,31,6.3,944,5095,81444,449426
neoml-lib/neoml,137,0,111,6.5,602,10312,24556,147691
flomesh-io/pipy,136,-1,1306,5,320,5259,142870,892747
axmolengine/axmol,135,0,216,5.3,160,2745,314950,1498257
ptitSeb/box64,134,-1,2,5.7,388,6493,35349,179079
envytools/envytools,134,8869,31,6.5,765,5224,11750,111819
Try/OpenGothic,134,-1,0,7,581,6939,2097,60390
punesemu/puNES,133,1505,1498,5,822,8493,116834,714890
squid-cache/squid,132,1917,-1,7.1,661,5351,50571,207316
CloudCompare/CloudCompare,132,822,-1,5.9,622,5084,70772,267995
GoSSIP-SJTU/Armariris,131,-1,1,5.1,3926,37118,720083,2092898
miranda-ng/miranda-ng,130,0,17,5,1877,33218,531629,2352330
mgerhardy/vengi,129,-1,0,5.6,1057,8785,153545,747874
metartc/metaRTC,129,-1,147,6.6,46,1103,135269,157514
google/tensorstore,129,-1,287,8.4,2620,29033,60427,241751
TorqueGameEngines/Torque3D,128,3046,846,5.3,1216,8430,640653,2579537
Yixin-Hu/TetWild,127,143,904,6.3,191,1931,2254,9971
Sneeds-Feed-and-Seed/sneedacity,127,-1,1114,5.1,365,3476,246869,888774
NVIDIA/Q2RTX,127,-1,0,6.7,715,6838,21330,147994
coin-or/Ipopt,126,3934,304,6.9,87,792,24122,99324
nfs-ganesha/nfs-ganesha,125,0,-1,7,839,2926,66402,172079
espeak-ng/espeak-ng,125,516,184,6,105,546,4980,45427
JoshMarler/react-juce,125,407,-1,4.2,0,7,67544,215327
MaJerle/stm32-usart-uart-dma-rx-tx,124,-1,10,5.3,225,1820,1749784,4546170
KhronosGroup/KTX-Software,123,640,166,4.6,796,4248,127071,459404
OpenXRay/xray-16,122,0,307,4.6,944,16707,137067,796952
soedinglab/hh-suite,121,-1,38,4.4,83,331,16529,168548
util-linux/util-linux,120,0,-1,7.8,615,4543,32568,165626
mfem/mfem,120,0,-1,7.5,697,3995,60139,378804
thiagoralves/OpenPLC_v3,117,342,382,6.3,75,1001,73575,212472
pocl/pocl,116,2,-1,6.9,318,897,22343,125153
ampl/gsl,116,1891,288,6.2,365,2537,64086,297809
DanBloomberg/leptonica,116,1255,-1,5.7,970,3954,96832,197556
pure-data/pure-data,115,-1,903,8.1,205,2219,19365,125925
DISTRHO/DPF,115,-1,172,3.4,5,371,21362,102791
StanfordLegion/legion,114,0,-1,6.4,438,4724,67205,377232
tenable/routeros,113,-1,258,6.2,87,1391,2451,11473
hanwckf/rt-n56u,112,-1,288,2.9,219,2332,3308594,16228099
tunabrain/tungsten,111,-1,0,5.5,135,1999,20115,226213
rsummers11/CADLab,111,-1,140,3.7,102,714,49780,249583
Qihoo360/QConf,111,211,137,4.8,669,4131,70495,217831
facebookresearch/habitat-sim,110,491,35,8.7,782,8213,28939,110791
ultimatepp/ultimatepp,109,-1,-1,6.9,642,7833,220573,1220731
NVIDIAGameWorks/Path-Tracing-SDK,109,113,305,4.8,429,4532,65441,289370
emqx/nanomq,106,-1,1107,6.3,243,2789,1723,22234
eclipse/wakaama,106,-1,625,7,326,2158,3394,28448
GNOME/libxml2,106,-1,-1,7.2,547,3593,56499,211550
r-lyeh-archived/scriptorium,105,24,218,5,328,2946,430151,1651306
TASEmulators/desmume,105,158,-1,4.6,659,6096,121138,460844
PolygonTek/BlueshiftEngine,105,339,-1,4.6,390,2629,239889,904850
tksuoran/erhe,104,0,-1,6.9,545,6195,38064,340069
open5gs/open5gs,104,-1,0,5.2,2415,14689,91118,1070941
joncampbell123/dosbox-x,104,-1,1047,7.1,584,4190,298406,1613941
libnice/libnice,103,0,-1,6.1,1457,12273,13703,38173
sleuthkit/sleuthkit,102,-1,526,7.8,395,2435,93679,196200
MirrorYuChen/ncnn_example,102,15,210,5.7,568,2849,75208,458526
DiligentGraphics/DiligentCore,102,-1,57,5.8,1552,11212,58540,253919
Cisco-Talos/pyrebox,102,0,112,4.8,412,2423,305189,1660669
vgmstream/vgmstream,101,443,-1,5.1,286,1854,42360,145462
gideros/gideros,101,-1,881,5.3,308,2236,536281,1718272
acassen/keepalived,101,-1,179,6.5,177,1365,11077,66883
mltframework/mlt,100,40,-1,5.7,187,1645,23288,104779
FreeTDS/freetds,100,-1,10,6.2,178,1014,17729,96771
septag/rizz,99,-1,362,5.6,311,2749,27876,196511
mgerdes/Open-Golf,99,-1,-1,5.1,258,2159,29148,160897
pthom/hello_imgui,98,0,524,6.2,327,2879,3343,28940
gwaldron/osgearth,98,29,143,5.4,26,211,91691,567144
OpenBoardView/OpenBoardView,98,479,0,6.5,281,2547,72314,132862
symengine/symengine,97,0,2644,5,65,1315,14715,111351
raspberrypi/rpi-imager,97,-1,574,5.2,854,5183,115827,412720
ptitSeb/box86,97,-1,0,5.2,339,5131,34814,145298
GPUOpen-Tools/compressonator,97,-1,21,5.3,205,1372,67072,305774
openvswitch/ovs,96,9864,3615,6.4,614,8912,64370,306689
kohler/click,96,-1,905,5.2,265,2829,66633,243252
saghul/txiki.js,95,-1,638,5.1,445,3681,4966,121418
OpenMS/OpenMS,94,0,370,5,1228,10621,316104,839020
vifm/vifm,93,-1,-1,7.7,120,3700,27500,172023
raspberrypi/userland,93,-1,168,6.4,381,2752,53488,146586
qhull/qhull,93,-1,-1,6.9,270,1010,19938,57549
OGRECave/ogre-next,93,-1,-1,5.2,283,4772,161227,462308
DanielSWolf/rhubarb-lip-sync,92,4,128,4.2,305,2450,129430,629649
yourWaifu/sleepy-discord,91,0,-1,5.5,510,3593,4243,22936
MayaPosch/NymphCast,91,0,260,5.3,587,3031,25763,174595
ETLCPP/etl,91,0,15,6.3,3085,11749,70269,233078
angband/angband,89,-1,317,5.2,513,3672,68464,198131
y123456yz/reading-and-annotate-mongodb-3.6,87,2226,12,4.5,740,2188,804371,2861087
proftpd/proftpd,86,1557,312,6.6,262,1936,40099,242666
moai/moai-dev,86,-1,748,5,540,4737,255370,996106
cgsecurity/testdisk,86,-1,243,6.2,161,1297,26654,85081
openocd-org/openocd,85,-1,-1,5.4,655,5286,41586,238270
nowar-fonts/Warcraft-Font-Merger,85,-1,1044,4.6,134,1117,9970,49961
artclarke/humble-video,85,-1,1137,6.3,442,3567,393158,2253933
SapphireServer/Sapphire,85,0,439,7,179,6323,28208,204975
turbolent/w2c2,84,-1,647,6.1,46,458,2138,115748
monitoring-plugins/monitoring-plugins,84,-1,91,6.7,95,372,18218,75784
HaxeFoundation/hashlink,84,-1,0,5,252,2121,133935,361909
jmk-foofus/medusa,83,-1,112,4.6,74,261,3521,18883
iondbproject/iondb,83,-1,220,7.3,59,998,10421,18905
phaag/nfdump,82,-1,151,6,115,827,12714,62990
milkytracker/MilkyTracker,82,-1,490,6.9,203,1853,23809,179443
enginmanap/limonEngine,82,5,-1,5.5,562,4397,21575,97622
oNaiPs/droidVncServer,80,2853,321,5,189,1215,92938,307057
liballeg/allegro5,80,0,536,6.7,222,2867,19337,147586
iqiyi/dpvs,80,-1,155,6.7,148,1143,19469,116204
fhanau/Efficient-Compression-Tool,80,61,265,5,234,1148,6123,19171
ermig1979/Simd,80,0,0,5.4,501,6165,35044,299297
syoyo/tinygltf,79,29,238,7.4,28,231,37540,192521
projectchrono/chrono,79,1712,0,6.3,202,2968,158693,499127
panda3d/panda3d,79,-1,0,4.3,11,399,194971,640030
networkupstools/nut,79,-1,332,7,362,1885,30796,108874
esmini/esmini,78,17,271,5.7,163,1566,8728,76421
POV-Ray/povray,78,-1,578,4.3,220,1324,249411,984333
drowe67/codec2-dev,77,0,0,6.5,85,550,15994,130993
curv3d/curv,77,378,270,4,204,2598,26745,95592
Blizzard/s2client-api,77,0,0,6.5,410,4759,1956,17002
varnishcache/varnish-cache,76,1610,343,6.1,1325,2934,26790,109564
su2code/SU2,76,0,84,6.1,59,419,283700,485795
facebook/igl,76,0,-1,6.7,373,3506,10478,59723
opentomb/OpenTomb,75,-1,-1,5.8,180,2546,69628,286954
galkahana/HummusJS,75,0,493,7.3,268,2453,78920,238635
godlikepanos/anki-3d-engine,74,0,-1,2.7,789,8936,293343,1833614
vittorioromeo/SSVOpenHexagon,73,138,0,4,404,4762,99868,229526
galkahana/PDF-Writer,73,0,922,6.3,292,2762,93706,273009
distcc/distcc,73,-1,47,6.3,65,502,8508,27938
Gargaj/Bonzomatic,73,227,76,4,175,1985,41552,243925
yvt/openspades,72,0,-1,5.4,516,3942,23492,133455
symforce-org/symforce,72,0,86,6.3,38,945,24852,175286
ptpd/ptpd,71,307,26,6.5,49,438,5582,25335
tildearrow/furnace,70,886,229,5.7,998,7955,74655,799782
DeaDBeeF-Player/deadbeef,70,1419,1147,6.2,419,1793,152234,624021
BespokeSynth/BespokeSynth,70,0,881,6.8,206,3149,28658,177937
pineappleEA/pineapple-src,69,-1,788,3.4,527,3170,393072,2395574
nihui/waifu2x-ncnn-vulkan,69,0,0,4.6,332,2372,1812,9596
lc-soft/LCUI,69,963,313,3.5,45,1001,8633,44730
0ad/0ad,69,0,0,5.8,246,1770,389715,1111106
uclouvain/openjpeg,68,837,384,5.1,283,1855,45046,164386
nihui/realsr-ncnn-vulkan,68,0,0,4.4,333,2370,1811,9451
nihui/realcugan-ncnn-vulkan,68,0,0,4.4,362,2532,1887,12058
Embroidermodder/Embroidermodder,68,0,206,5.1,291,2629,40194,164747
DentonW/DevIL,68,0,308,6.6,268,1566,10392,65470
CESNET/UltraGrid,68,358,0,5.2,207,2009,47885,136581
vgmtrans/vgmtrans,67,95,122,4.3,135,1312,24482,150382
mariotaku/moonlight-tv,67,152,97,5.4,234,2081,1208,17546
kosua20/MIDIVisualizer,67,0,426,5.4,202,1952,41410,168529
Aloshi/EmulationStation,67,-1,-1,6.4,52,1253,2352,79054
pbek/QOwnNotes,66,0,1105,3.5,610,7669,30088,166282
mstorsjo/fdk-aac,66,1333,1133,4.7,429,1786,59106,128102
lwip-tcpip/lwip,66,0,65,7,1217,3688,44531,109508
liuyubobobo/Play-Leetcode,66,-1,1,7.2,85,4062,27251,124212
OGRECave/ogre,66,194,566,6.4,368,5852,124571,362758
LouisBrunner/valgrind-macos,66,-1,-1,6,1121,7830,141219,818252
DefTruth/lite.ai.toolkit,66,-1,80,4.7,21,1148,55222,174021
riscv-software-src/riscv-isa-sim,65,11,-1,6.8,5272,10392,14304,49594
mattgodbolt/zindex,65,-1,-1,6.6,170,1451,60781,114269
tfussell/xlnt,64,0,2838,5.4,567,5142,15192,59335
nihui/rife-ncnn-vulkan,64,0,0,4.4,355,2434,1898,12735
nihui/dain-ncnn-vulkan,64,0,0,4.4,337,2405,1853,10286
CoolProp/CoolProp,64,0,102,5.7,144,1517,13629,55351
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,63,64,70,6.2,199,925,5334,34438
libtcod/libtcod,62,373,348,5.4,79,987,26461,68222
sysstat/sysstat,61,73,46,7.3,103,701,23636,49222
wb2osz/direwolf,60,-1,89,6.4,157,634,29351,53970
liblava/liblava,60,-1,-1,5.5,545,5606,8159,17291
Samsung/TizenRT,60,-1,0,6.1,830,8179,1719171,4157063
ComodoSecurity/openedr,60,0,62,5,258,2829,946466,4659303
AMReX-Codes/amrex,60,-1,129,6.5,145,1125,27634,254147
kanryu/quickviewer,59,-1,1220,4.6,396,2967,40048,425308
chexiongsheng/build_xlua_with_libs,59,-1,-1,3.8,58,1819,34498,248691
RoaringBitmap/CRoaring,59,0,424,8,57,883,7038,34040
zynaddsubfx/zynaddsubfx,58,-1,2,5.9,80,1994,8747,46890
torognes/vsearch,58,-1,127,6.5,69,339,6336,30442
libjpeg-turbo/libjpeg-turbo,58,130,192,7.6,138,769,18644,62521
cmusphinx/pocketsphinx,58,-1,215,6.3,149,1210,23226,57771
LibVNC/libvncserver,58,0,171,7.3,79,494,8206,43803
facebook/mysql-5.6,57,1639,185,8.8,93,1059,411217,1732574
bambulab/BambuStudio,57,0,128,4.6,333,2242,152660,802617
projectM-visualizer/projectm,56,0,128,6.3,61,573,20221,87609
niessner/VoxelHashing,56,0,0,5.2,12,420,142320,578128
airbus-cert/Yagi,56,-1,0,4.4,233,2806,1791,5873
prusa3d/Prusa-Firmware-Buddy,55,0,421,5,909,8217,887037,1495724
libjxl/libjxl,55,243,-1,7.2,479,2651,16879,131607
glassechidna/zxing-cpp,55,295,674,6.6,65,578,8644,27844
dog-qiuqiu/MobileNet-Yolo,55,-1,161,5.5,70,755,6226,44630
ProtonVPN/android-app,55,-1,2336,6.2,716,3701,222005,925366
AlexandreRouma/SDRPlusPlus,55,0,624,5.9,147,1605,23605,117242
skylersaleh/SkyEmu,54,0,74,5.4,612,4901,89994,921616
schismtracker/schismtracker,54,619,276,5.4,183,1364,10301,58534
parallel101/course,54,0,1,5.8,20,954,34071,136906
neka-nat/cupoch,54,0,461,4.7,245,1854,53577,240467
nativeformat/NFHTTP,54,-1,-1,6.2,304,2417,74732,134313
dankamongmen/notcurses,54,669,-1,5.9,189,1085,7701,94158
ppwwyyxx/OpenPano,53,-1,348,5.8,29,280,14604,69720
monero-project/monero-gui,53,-1,0,6.3,650,4437,3106,34311
alliedmodders/sourcemod,53,602,85,6.5,133,625,146646,390860
WAVM/WAVM,53,-1,762,5.5,113,3820,9889,75790
zeromq/czmq,52,1372,202,5.4,92,814,22706,50656
openpilot/OpenPilot,52,0,0,5.9,14,530,280062,623416
exult/exult,52,-1,567,5.3,212,2532,32194,151062
USCiLab/cereal,52,0,237,5.8,2,23,10724,30813
SRombauts/SQLiteCpp,52,0,-1,6.9,450,3785,89051,161445
Esenthel/EsenthelEngine,52,-1,622,5.6,350,1685,796877,3975760
yodaos-project/yodaos,51,-1,126,2.7,233,2097,675691,3233648
seladb/PcapPlusPlus,51,1068,464,5.6,142,1375,27185,85630
realm/realm-core,51,884,371,5.8,535,7310,103078,642182
muse-sequencer/muse,51,15,0,5.1,622,5025,74651,263654
magiblot/tvision,51,624,214,5.1,32,807,5895,41223
geany/geany,51,1378,-1,6.5,556,5509,33366,224352
akumuli/Akumuli,51,-1,0,5.3,104,1301,10779,55667
Netflix/msl,51,-1,299,6.2,325,2628,36109,90802
thedmd/imgui-node-editor,50,-1,44,5,123,1165,12409,65566
stella-emu/stella,50,-1,312,6.8,85,2390,166831,354063
root-project/root,50,0,229,3.3,145,836,1250172,4720310
maplibre/maplibre-native,50,24,-1,6.2,328,4086,116999,297344
linux-rdma/rdma-core,50,996,0,7.2,235,3839,22690,166071
lethal-guitar/RigelEngine,50,223,365,4.7,165,1956,21774,102731
horsicq/DIE-engine,50,0,0,5.5,591,9773,327,980
RedisLabs/redisraft,50,0,780,6.9,99,868,6584,32917
AcademySoftwareFoundation/openexr,50,277,1432,8.1,254,1910,24715,225183
axiomatic-systems/Bento4,49,-1,605,6.5,110,1148,23036,61280
twitter/pelikan,48,224,280,5.2,404,1292,7384,38677
tats/w3m,48,-1,-1,5.3,235,1161,2058,60077
smasherprog/screen_capture_lite,48,13,186,6.8,85,1057,18040,70908
opentoonz/opentoonz,48,-1,956,5.7,375,2181,220324,1050094
mitsuba-renderer/mitsuba3,48,1,7,6.6,416,4507,17163,68291
elfmz/far2l,48,-1,166,6.3,278,2980,42564,395779
davidmoreno/onion,48,44,0,7.3,82,440,7074,18025
chirlu/sox,48,0,-1,6.4,113,760,13152,41166
VladyslavUsenko/basalt-mirror,48,-1,-1,6.2,109,1290,13228,56357
LomoX-Offical/nginx-openresty-windows,48,638,451,3.2,152,809,159973,756975
DFHack/dfhack,48,-1,0,5.7,286,4656,34079,182057
osqp/osqp,47,0,55,6.2,54,670,5527,20622
kiddin9/openwrt-packages,47,102,45,4.8,82,336,23452,202177
can1357/NoVmp,47,-1,2,5.6,244,3440,2121,4247
Azure/azure-iot-sdk-c,47,0,620,7.2,1064,3769,31174,215445
Apress/Ray-Tracing-Gems-II,47,-1,48,5.2,95,1274,72667,279470
ton-blockchain/ton,46,-1,0,5.5,610,12300,28656,285918
paullouisageneau/libdatachannel,46,0,-1,6.5,309,1921,2496,20902
openglonmetal/MGL,46,0,90,6.7,41,554,40163,228745
aetilius/pHash,46,0,162,7.1,2,15,10472,82539
ShadowsocksR-Live/shadowsocksr-native,46,949,1913,4.9,260,2548,2167,19689
shadowsocksr-backup/shadowsocksr-libev,45,-1,168,6.2,100,1170,8570,60085
encryptogroup/ABY,45,-1,-1,6.3,55,773,5468,19993
dalerank/nanogui-sdl,45,-1,118,7.3,12,309,4718,49099
bytedance/terarkdb,45,0,0,5.6,357,4947,60741,321783
PureDarwin/PureDarwin,45,-1,-1,5.3,54,551,546186,1681709
David-Haim/concurrencpp,45,0,0,5.4,0,2379,488,16604
switch-iot/hin2n,44,-1,177,4.7,82,560,11738,30264
openai/retro,44,1612,539,5.4,230,2355,250889,897543
lockedbyte/CVE-Exploits,44,-1,263,4.8,408,1754,103839,462830
helloexp/0day,44,-1,263,4.7,407,1752,114368,542271
vtil-project/VTIL-Core,43,-1,2,6,244,3386,11581,109262
rism-digital/verovio,43,0,-1,6.2,671,6499,73828,255433
Speek-App/Speek,43,0,-1,5.3,108,1733,24189,95459
ylmbtm/GameProject3,42,-1,48,4.8,826,16561,67600,359215
ladislav-zezula/StormLib,42,0,303,7.3,114,779,16684,48882
koying/SPMC,42,-1,50,4.8,61,471,177348,710344
jgaeddert/liquid-dsp,42,0,158,5.9,7,608,41281,113564
horsicq/XELFViewer,42,0,0,6.6,460,6524,165,526
haka-security/haka,42,-1,0,5.7,62,605,2668,22664
gabonator/LA104,42,32,4,4.5,219,2417,98056,367694
decaf-emu/decaf-emu,42,-1,1,4.8,492,5405,14230,186376
RavenSystem/esp-homekit-devices,42,-1,842,7.3,428,3116,253794,1247085
Koihik/LuaFormatter,42,0,0,4.5,34,805,208,8091
JaCzekanski/Avocado,42,-1,449,4.4,206,1879,3273,36520
steineggerlab/foldseek,41,56,277,5.2,364,2152,49048,418257
soedinglab/MMseqs2,41,56,-1,5.5,364,2148,42882,317100
paulftw/hiberlite,41,-1,-1,6.5,142,1222,36,2308
nmwsharp/geometry-central,41,0,895,6,114,1239,8255,31147
autobleem/AutoBleem,41,-1,0,4.5,208,1948,88850,167026
