repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
trailofbits/cb-multios,235,-1,-1,5.6,2172,35525,420695,6908805
bluekitchen/btstack,233,-1,73,6.8,762,17004,639021,1313778
libigl/libigl,227,-1,0,5.8,495,4569,30821,108613
jlblancoc/suitesparse-metis-for-windows,226,299,0,3.9,241,1270,125585,415587
vhelin/wla-dx,225,-1,0,6.5,164,473,3744,55284
steveicarus/iverilog,221,-1,920,7,401,5082,37854,173080
Sneeds-Feed-and-Seed/sneedacity,218,-1,1159,4.9,644,4985,246869,888773
openvenues/libpostal,213,-1,-1,5.9,185,1184,6738,583230
agraef/purr-data,212,321,1074,4.1,263,3570,128773,726522
cfengine/core,211,3544,796,7.2,243,2860,19555,126429
thalium/icebox,208,-1,-1,3.4,1600,16470,1782023,5653522
OpenVisualCloud/SVT-HEVC,208,74,0,5.3,336,1211,18026,128202
surge-synthesizer/surge,205,0,0,6.2,484,5223,105837,329942
lammps/lammps,205,380,0,7.9,697,3620,262908,1174352
adobe-type-tools/afdko,201,750,0,6.2,442,3782,22035,168885
rose-compiler/rose,200,2845,347,6.4,158,1675,530661,3743349
dethrace-labs/dethrace,200,-1,0,6.2,386,5446,13599,198249
containers/crun,199,0,573,7.7,270,1128,2525,25275
Themaister/Granite,198,0,-1,6.5,1754,15217,17319,125433
stclib/STC,197,-1,0,6.3,3,152,3572,22340
ipc-sim/IPC,196,0,17,5.1,397,3352,2436,27097
beefytech/Beef,191,61,29,5.9,279,1966,157759,701104
cyrusimap/cyrus-imapd,187,-1,-1,7.4,535,3507,54070,275370
vermaseren/form,183,135,517,5.3,601,1513,31199,126488
eclipse-iceoryx/iceoryx,182,84,29,6.9,3,576,33811,119153
ablab/spades,181,211,0,4.2,557,3285,230221,1051411
BespokeSynth/BespokeSynth,179,0,880,7.1,202,3123,28559,176710
bjornbytes/lovr,178,0,210,5.9,538,5674,13548,121320
keith2018/SoftGLRender,175,396,-1,4.7,777,6409,156586,752112
SchedMD/slurm,173,-1,12592,7.6,1802,8627,121901,498467
pmq20/ruby-packer,172,-1,402,4,276,1759,182644,1447379
Ettercap/ettercap,172,-1,0,7.2,195,1157,19548,58324
LabSound/LabSound,171,714,0,5.8,72,738,6502,40170
navit-gps/navit,170,-1,0,6.9,267,2273,39948,183742
adventuregamestudio/ags,170,1918,6,5.9,538,7467,98442,320582
mit-biomimetics/Cheetah-Software,169,-1,0,6,2,380,36420,96346
etlegacy/etlegacy,168,-1,0,6.3,923,7478,100350,364773
tcltk/tcl,166,-1,1174,6.1,802,2889,116274,225471
wiredtiger/wiredtiger,165,3,0,7.2,1415,3720,74068,170359
SatDump/SatDump,165,-1,0,5.5,808,6462,78210,370710
NVIDIAGameWorks/Path-Tracing-SDK,165,114,0,4.9,648,6934,65339,288032
OpenVSP/OpenVSP,164,0,0,6.3,944,5095,81276,445732
samtools/htslib,163,1738,1025,7.9,316,1510,16035,60687
WolfireGames/overgrowth,161,-1,122,6,779,4065,384416,2331673
google/tensorstore,160,-1,-1,8.4,2546,28139,59817,220902
bytecodealliance/wasm-micro-runtime,158,-1,0,6.4,564,6399,21409,154459
sheredom/utf8.h,157,-1,0,-1,44,314,517,3715
adaptech-cz/Tesseract4Android,156,1895,2697,6.5,1305,6055,171572,448735
yasm/yasm,154,617,357,6.8,134,1122,13344,55784
kangjianwei/Data-Structure,150,-1,0,5.9,76,2347,46388,103628
catsout/wallpaper-engine-kde-plugin,150,0,428,6.3,518,3484,50480,243618
nmwsharp/polyscope,149,0,274,6.2,437,5362,22595,244384
bigartm/bigartm,149,0,294,5.3,574,9836,85838,311660
yrnkrn/zapcc,147,-1,1,3.7,4415,43165,894807,2602717
renard314/textfairy,146,438,2153,4.4,972,4204,161955,405257
adishavit/argh,146,0,0,6.8,25,35,652,6106
microsoft/msix-packaging,145,4949,1557,7.1,1092,9825,156062,786241
kushview/element,145,0,-1,5.7,83,2685,18150,113925
ddiakopoulos/libnyquist,145,0,0,7.2,50,266,35503,151182
Polidea/SiriusObfuscator,145,1,1,4.2,3182,27492,1166840,3908540
toggl-open-source/toggldesktop,143,-1,0,2.6,677,8587,245078,1080983
kdave/btrfs-progs,143,-1,-1,5.5,461,1943,18907,118903
eclipse/omr,143,264,0,6.2,386,3057,207135,787822
ARM-software/vulkan_best_practice_for_mobile_developers,141,-1,0,6.5,1087,8569,6555,21927
samba-team/samba,140,-1,-1,8.2,1546,13812,406351,1911556
neoml-lib/neoml,140,0,0,7,608,10315,23325,142271
erich666/GraphicsGems,140,-1,0,6.2,124,1103,15735,53739
krb5/krb5,139,-1,1066,6.2,425,4662,74992,304772
flomesh-io/pipy,137,-1,451,5,322,5211,135913,890222
qcad/qcad,136,-1,0,7.3,1261,9480,266896,1540005
nature-lang/nature,134,-1,0,6.2,56,622,4500,21595
squid-cache/squid,133,1917,-1,7.1,660,5313,50922,208705
mgerhardy/vengi,133,566,0,5.5,1040,8692,155328,922429
Try/OpenGothic,133,-1,0,6.7,575,6880,2049,59891
GoSSIP-SJTU/Armariris,133,-1,1,5.1,3926,37118,720083,2092898
ptitSeb/box64,131,-1,0,5.8,356,6401,35419,172982
metartc/metaRTC,129,-1,0,6.8,45,1117,135225,156735
NVIDIA/Q2RTX,129,-1,-1,5.9,715,6843,21623,148367
Yixin-Hu/TetWild,127,143,904,6,191,1931,2254,9971
coin-or/Ipopt,126,4016,306,6.8,87,792,24122,99324
nfs-ganesha/nfs-ganesha,125,0,0,7,839,2925,66304,171921
espeak-ng/espeak-ng,125,-1,0,6,105,546,4980,45427
JoshMarler/react-juce,125,407,0,4.4,0,7,67544,215327
MaJerle/stm32-usart-uart-dma-rx-tx,124,-1,0,5.4,225,1820,1749784,4546170
OpenXRay/xray-16,122,0,69,4.9,944,16702,137054,796358
util-linux/util-linux,121,0,-1,8,611,4475,32415,163110
soedinglab/hh-suite,121,-1,0,4.4,83,331,16529,168548
KhronosGroup/KTX-Software,120,356,261,4.6,767,4084,125060,444326
mfem/mfem,119,0,0,7.5,739,4024,58230,370864
thiagoralves/OpenPLC_v3,117,350,375,6.3,75,1001,73553,211964
leo-arch/clifm,116,176,0,5.6,171,1156,8520,54053
ampl/gsl,116,2046,288,6.2,365,2537,64086,297809
StanfordLegion/legion,116,0,0,5.9,439,4720,65774,373056
MirrorYuChen/ncnn_example,116,15,242,5.7,568,2849,75208,458526
DanBloomberg/leptonica,116,1262,1564,5.7,970,3954,96830,197533
pure-data/pure-data,115,-1,905,8.2,204,2217,19348,125758
DISTRHO/DPF,115,-1,0,3.4,5,371,21362,102791
freebayes/freebayes,114,0,-1,4.6,260,1559,11005,130486
tenable/routeros,113,-1,0,6.2,87,1391,2451,11473
rsummers11/CADLab,113,-1,0,3.5,160,1092,49780,249583
tunabrain/tungsten,111,921,0,5.5,135,1999,20115,226213
Qihoo360/QConf,111,-1,114,4.8,669,4131,70495,217831
ptitSeb/box86,109,-1,0,5.2,335,5065,34763,143857
ultimatepp/ultimatepp,108,-1,-1,6.9,637,7784,220530,1219496
TASEmulators/desmume,107,158,-1,4.6,659,6064,121100,459696
joncampbell123/dosbox-x,106,-1,1048,6.8,579,4170,287361,1591063
emqx/nanomq,106,-1,0,6.4,237,2740,1664,20628
eclipse/wakaama,106,-1,0,7.7,326,2158,3394,28448
r-lyeh-archived/scriptorium,105,24,0,5,328,2952,430151,1651306
mltframework/mlt,105,40,0,5.6,186,1631,23200,104259
PolygonTek/BlueshiftEngine,105,339,12,4.6,390,2629,239889,904850
openvswitch/ovs,104,10000,3597,6.4,612,8874,64141,304923
open5gs/open5gs,103,-1,0,5.6,2407,14660,90239,1068445
libnice/libnice,103,0,-1,6.2,1457,12273,13703,38173
sleuthkit/sleuthkit,102,-1,526,7.8,395,2435,93678,196198
GNOME/libxml2,102,2812,-1,7.2,547,3593,56484,211510
Cisco-Talos/pyrebox,102,0,112,4.8,412,2423,305189,1660669
punesemu/puNES,101,1507,-1,5.4,660,4868,113815,719297
gideros/gideros,101,-1,712,5.2,308,2236,536528,1717547
acassen/keepalived,100,104,177,6.7,171,1363,11074,66624
FreeTDS/freetds,100,-1,0,6.3,178,1014,17729,96771
septag/rizz,99,-1,-1,5.6,311,2749,27876,196511
mgerdes/Open-Golf,99,-1,0,5.1,258,2159,29148,160897
gwaldron/osgearth,98,29,0,5.6,26,211,91661,566861
OpenBoardView/OpenBoardView,98,480,0,6.5,281,2547,72315,132852
OGRECave/ogre-next,98,-1,0,5.2,283,4770,161224,462401
symengine/symengine,97,0,0,6.1,65,1315,14715,111351
raspberrypi/rpi-imager,96,-1,574,5.2,841,5051,115827,412720
kohler/click,96,-1,905,5.2,265,2829,66633,243252
saghul/txiki.js,95,-1,191,5.2,445,3681,4966,121418
vifm/vifm,93,167,-1,7.6,120,3691,27395,171503
raspberrypi/userland,93,-1,0,7.2,381,2752,53488,146586
qhull/qhull,93,44,0,6.9,270,1010,19938,57549
DanielSWolf/rhubarb-lip-sync,93,4,10,4.5,305,2450,129430,629649
esmini/esmini,92,17,272,5.3,163,1555,8676,76036
yourWaifu/sleepy-discord,91,0,0,5.6,510,3593,4243,22936
TorqueGameEngines/Torque3D,91,-1,770,4.6,1018,7050,562163,1930569
MayaPosch/NymphCast,91,0,0,6.1,587,3031,25763,174592
ETLCPP/etl,89,0,0,5.9,3057,11672,70099,231015
y123456yz/reading-and-annotate-mongodb-3.6,87,2263,-1,4.5,740,2188,804371,2861087
cgsecurity/testdisk,86,298,243,6.2,161,1297,26654,85081
openocd-org/openocd,85,154,-1,5.1,654,5265,41372,236778
nowar-fonts/Warcraft-Font-Merger,85,-1,0,4.4,134,1117,9970,49961
floe/backscrub,85,-1,60,6.6,1050,5973,284,1622
SapphireServer/Sapphire,85,0,0,6.4,179,6327,28208,204975
turbolent/w2c2,84,-1,0,6.1,46,456,2136,115700
facebookresearch/habitat-sim,84,491,36,8.9,716,7685,28897,111697
HaxeFoundation/hashlink,84,-1,0,5.7,252,2121,133935,361908
phaag/nfdump,83,-1,150,6,115,821,12709,62893
jmk-foofus/medusa,83,-1,112,4.6,74,261,3521,18883
iondbproject/iondb,83,-1,0,7.3,59,998,10421,18905
milkytracker/MilkyTracker,82,-1,0,7,202,1849,23808,178940
enginmanap/limonEngine,81,-1,0,5.7,562,4397,21575,97622
oNaiPs/droidVncServer,80,3023,321,5,189,1215,92938,307057
liballeg/allegro5,80,0,0,6.8,219,2856,19269,147101
iqiyi/dpvs,80,-1,155,7.3,148,1143,19469,116204
fhanau/Efficient-Compression-Tool,80,61,0,4.8,234,1148,6123,19171
Blizzard/s2client-api,80,0,0,6.5,410,4759,1956,17002
projectchrono/chrono,79,1691,0,6.6,199,2924,158591,498319
panda3d/panda3d,79,-1,0,4.3,11,399,194780,638730
monitoring-plugins/monitoring-plugins,79,-1,91,6.6,95,372,18213,75656
POV-Ray/povray,78,-1,578,4.3,220,1324,249411,984333
godlikepanos/anki-3d-engine,77,0,-1,3.6,789,8936,293343,1833614
drowe67/codec2,77,0,0,6.5,85,550,15994,130993
curv3d/curv,77,378,0,3.9,204,2598,26745,95592
su2code/SU2,76,0,0,5.8,59,419,283700,485795
DentonW/DevIL,76,0,0,6.6,268,1566,10392,65470
opentomb/OpenTomb,75,-1,0,5.8,180,2543,69628,286954
libjxl/libjxl,75,-1,1975,8.4,481,2645,16951,131001
kosua20/MIDIVisualizer,75,0,0,4.6,202,1946,40825,164543
galkahana/HummusJS,75,0,0,6,268,2453,78920,238635
ermig1979/Simd,75,0,0,5.4,481,5914,33909,291389
CloudCompare/CloudCompare,75,-1,0,5.7,221,974,70765,267961
vittorioromeo/SSVOpenHexagon,73,-1,-1,5.1,404,4762,99868,229526
galkahana/PDF-Writer,73,0,0,6.3,293,2758,93652,272805
distcc/distcc,73,1537,47,5.8,65,502,8508,27938
Gargaj/Bonzomatic,73,227,0,4.9,175,1985,35729,232907
symforce-org/symforce,72,0,0,6.3,38,945,24793,175230
openxla/iree,72,-1,0,6.1,4298,67573,64541,266248
tildearrow/furnace,71,1028,74,5.7,950,7769,74125,792978
ptpd/ptpd,71,307,26,6.5,49,438,5582,25335
nihui/waifu2x-ncnn-vulkan,71,0,0,4.6,332,2372,1812,9596
drolbr/Overpass-API,71,-1,385,7.6,169,1715,8309,83192
nihui/realsr-ncnn-vulkan,70,0,0,4.4,333,2370,1811,9451
nihui/realcugan-ncnn-vulkan,70,0,0,4.4,362,2532,1887,12058
DeaDBeeF-Player/deadbeef,70,1416,1147,6.2,419,1793,152236,623981
lc-soft/LCUI,69,968,313,3.6,45,1001,8633,44730
colobot/colobot,69,0,0,5.9,263,2564,33400,155741
OGRECave/ogre,69,147,0,6.4,366,5831,124811,362883
0ad/0ad,69,0,0,5.7,246,1770,390334,1112179
uclouvain/openjpeg,68,836,0,5.6,283,1855,45046,164386
moai/moai-dev,68,-1,589,5,522,4623,255370,996106
Embroidermodder/Embroidermodder,68,0,0,5.1,291,2629,42478,163622
CESNET/UltraGrid,68,324,0,5.2,206,1964,47604,134520
Aloshi/EmulationStation,68,-1,0,6.4,52,1253,2352,79054
wseemann/FFmpegMediaPlayer,66,1553,426,4.1,474,3624,61725,215299
syoyo/tinygltf,66,29,0,7,26,212,37506,192088
nihui/rife-ncnn-vulkan,66,0,0,4.4,355,2434,1898,12735
nihui/dain-ncnn-vulkan,66,0,0,4.4,337,2405,1853,10286
mstorsjo/fdk-aac,66,1403,1133,4.7,429,1786,59106,128102
lwip-tcpip/lwip,66,0,0,7.6,1217,3688,44526,109474
liuyubobobo/Play-Leetcode,66,-1,0,,,,,
DefTruth/lite.ai.toolkit,66,-1,0,4.4,21,1148,55222,174021
riscv-software-src/riscv-isa-sim,65,14,16400,6.8,4928,10358,13224,47719
pbek/QOwnNotes,65,0,0,3.5,610,7664,30081,166214
mattgodbolt/zindex,65,-1,0,6.6,170,1451,60781,114269
LouisBrunner/valgrind-macos,65,-1,-1,5.6,1123,7841,140814,814972
tfussell/xlnt,64,0,0,5.4,567,5147,15192,59335
CoolProp/CoolProp,64,0,0,5.3,144,1515,13618,55289
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,63,64,0,6.3,199,925,5334,34438
networkupstools/nut,62,-1,333,6.8,330,1815,30688,108574
libtcod/libtcod,62,373,224,5.3,79,987,26461,68222
sysstat/sysstat,61,66,46,7.3,103,701,23636,49222
wb2osz/direwolf,60,331,0,6.4,157,634,29351,53970
liblava/liblava,60,-1,0,5.5,541,5572,8131,17254
OAID/AutoKernel,60,-1,0,6.3,4,147,16274,57268
ComodoSecurity/openedr,60,0,-1,5.2,258,2829,946466,4659303
AMReX-Codes/amrex,60,-1,142,6.5,144,1125,27084,249948
kanryu/quickviewer,59,-1,0,4.6,396,2967,40048,425308
RoaringBitmap/CRoaring,59,0,11,7.8,56,872,6962,33733
AlexandreRouma/SDRPlusPlus,59,0,0,5.6,147,1605,23602,117163
zynaddsubfx/zynaddsubfx,58,-1,0,6,80,1985,8727,46616
torognes/vsearch,58,1419,127,6.5,70,338,6335,30405
libjpeg-turbo/libjpeg-turbo,58,168,0,7.6,138,772,18637,62497
cmusphinx/pocketsphinx,58,-1,0,6.2,149,1210,23225,57765
LibVNC/libvncserver,58,0,171,7.5,79,492,8188,43899
facebook/mysql-5.6,57,1639,185,8.7,93,1059,411173,1732497
chexiongsheng/build_xlua_with_libs,57,-1,0,3.6,58,1803,34494,248430
bambulab/BambuStudio,57,0,0,4.5,333,2242,143989,755689
airbus-cert/Yagi,57,-1,0,4.4,233,2806,1791,5873
projectM-visualizer/projectm,56,0,0,6.7,61,573,20221,87609
Samsung/TizenRT,56,-1,0,6.4,673,7102,1373298,3132604
skylersaleh/SkyEmu,55,0,0,5.3,608,4859,89828,915274
prusa3d/Prusa-Firmware-Buddy,55,0,0,5.5,909,8216,887037,1495724
glassechidna/zxing-cpp,55,-1,0,6.6,65,578,8644,27844
dog-qiuqiu/MobileNet-Yolo,55,-1,0,5.5,70,755,6226,44630
ProtonVPN/android-app,55,-1,2072,6.2,667,3584,215795,884721
parallel101/course,54,0,0,6.1,20,954,34071,136906
neka-nat/cupoch,54,0,0,5.1,245,1854,53577,240467
nativeformat/NFHTTP,54,-1,-1,6.4,304,2417,74732,134313
dankamongmen/notcurses,54,659,0,6.8,189,1085,7701,94155
ppwwyyxx/OpenPano,53,-1,0,5.7,29,280,14604,69720
monero-project/monero-gui,53,-1,0,6.3,651,4465,3106,34311
alliedmodders/sourcemod,53,-1,85,6.5,133,625,146639,390816
WAVM/WAVM,53,41,0,5.5,113,3820,9889,75790
Esenthel/EsenthelEngine,53,1765,305,5.6,350,1685,796600,3974211
exult/exult,52,847,566,5.5,212,2532,32188,151050
USCiLab/cereal,52,0,0,6.1,2,23,10724,30813
SRombauts/SQLiteCpp,52,0,0,6.9,450,3785,89051,161445
yodaos-project/yodaos,51,-1,121,2.7,233,2097,675691,3233648
seladb/PcapPlusPlus,51,1323,0,5.6,142,1363,26988,85121
realm/realm-core,51,879,0,5.5,533,7266,103098,644187
muse-sequencer/muse,51,12,0,5.1,621,5025,74563,263435
magiblot/tvision,51,617,0,5.6,32,807,5895,41223
geany/geany,51,814,-1,6.6,534,5506,33371,224352
akumuli/Akumuli,51,-1,0,5.3,104,1301,10779,55667
Netflix/msl,51,-1,0,6.2,325,2628,36109,90802
DFHack/dfhack,51,-1,0,5.6,283,4629,32805,184122
thedmd/imgui-node-editor,50,0,0,5.8,123,1165,12409,65566
root-project/root,50,0,159,3.4,145,836,1248930,4709721
maplibre/maplibre-native,50,24,-1,6.3,328,4085,116962,297245
linux-rdma/rdma-core,50,873,0,7.3,235,3826,22653,165425
lethal-guitar/RigelEngine,50,203,365,4.6,165,1956,21774,102731
RedisLabs/redisraft,50,0,0,6.7,99,867,6283,30937
AcademySoftwareFoundation/openexr,50,269,0,9.3,254,1905,24592,223676
simsong/bulk_extractor,49,-1,367,4.8,73,758,5787,31954
axiomatic-systems/Bento4,49,-1,0,6.4,109,1148,23035,61251
Apress/Ray-Tracing-Gems-II,49,-1,0,5.2,95,1274,72667,279470
zeromq/czmq,48,1371,199,5.2,92,811,22619,50624
twitter/pelikan,48,210,0,5.2,404,1292,7384,38677
tats/w3m,48,-1,-1,5,235,1161,2058,60071
smasherprog/screen_capture_lite,48,13,0,6.6,85,1057,18040,70908
rism-digital/verovio,48,0,0,6.4,667,6453,73335,253268
opentoonz/opentoonz,48,-1,793,5.6,375,2175,219693,1042664
davidmoreno/onion,48,43,0,6.9,82,440,7074,18025
chirlu/sox,48,0,-1,6.4,113,760,13152,41166
VladyslavUsenko/basalt-mirror,48,-1,0,6.2,109,1292,13228,56357
LomoX-Offical/nginx-openresty-windows,48,646,96,3.2,152,809,159973,756975
osqp/osqp,47,0,0,6.1,54,670,5527,20622
mitsuba-renderer/mitsuba3,47,-1,0,6.6,421,4460,16772,66836
kiddin9/openwrt-packages,47,94,40,4.8,82,336,23440,202056
can1357/NoVmp,47,-1,0,5.9,244,3440,2121,4247
apache/trafficserver,47,-1,-1,8.1,1610,10398,97585,421383
Azure/azure-iot-sdk-c,47,0,0,7.1,1054,3751,30775,214224
rbfx/rbfx,46,1126,0,6.9,403,2782,421488,2142182
paullouisageneau/libdatachannel,46,0,0,6.3,309,1911,2416,20439
openglonmetal/MGL,46,0,0,6.7,41,554,40163,228745
aetilius/pHash,46,0,0,7.1,2,15,10472,82539
ShadowsocksR-Live/shadowsocksr-native,46,969,1913,5.7,260,2545,2166,19637
shadowsocksr-backup/shadowsocksr-libev,45,-1,42,6.2,100,1170,8570,60085
openai/retro,45,1617,-1,5.4,230,2355,250889,897543
dalerank/nanogui-sdl,45,-1,0,7.2,12,309,4718,49099
bytedance/terarkdb,45,0,0,5.8,357,4947,60741,321783
PureDarwin/PureDarwin,45,-1,0,5.3,54,551,546186,1681709
switch-iot/hin2n,44,-1,0,4.8,82,560,11738,30264
paulftw/hiberlite,44,-1,0,6.5,142,1222,36,2308
lockedbyte/CVE-Exploits,44,-1,263,4.8,408,1754,103839,462830
helloexp/0day,44,-1,263,4.7,407,1752,114112,541385
LAStools/LAStools,44,-1,0,5.4,160,1029,11871,110721
vtil-project/VTIL-Core,43,-1,0,6,244,3386,11581,109262
pisa-engine/pisa,43,0,0,6.6,71,1616,1043,21951
Speek-App/Speek,43,0,0,6.3,108,1737,24189,95459
ylmbtm/GameProject3,42,-1,0,4.9,826,16561,67600,359215
koying/SPMC,42,-1,50,4.8,61,471,177348,710344
jgaeddert/liquid-dsp,42,0,164,6.1,7,628,41506,113475
haka-security/haka,42,-1,0,5.7,62,605,2668,22664
gabonator/LA104,42,32,0,4.5,219,2417,98056,367694
decaf-emu/decaf-emu,42,-1,238,4.8,492,5405,14230,186376
Koihik/LuaFormatter,42,0,0,4.5,34,805,208,8091
JaCzekanski/Avocado,42,-1,0,4.4,206,1879,3273,36520
soedinglab/MMseqs2,41,56,0,5.5,364,2147,42869,316867
nmwsharp/geometry-central,41,0,0,6.5,112,1235,8252,31134
ladislav-zezula/StormLib,41,0,0,7.4,114,779,16685,48884
autobleem/AutoBleem,41,-1,0,4.5,208,1948,88850,167026
alandefreitas/matplotplusplus,41,-1,0,5.7,40,611,11587,1050190
AtomicGameEngine/AtomicGameEngine,41,-1,0,4.2,482,3786,510603,1662416
0xnobody/vmpdump,41,-1,731,5.6,241,3417,743,2258
pmoulon/CMVS-PMVS,40,0,292,5.1,65,299,91258,434614
loki-47-6F-64/sunshine,40,-1,0,5.2,100,870,4803,41902
garbear/kodi-steamlink,40,1213,28,5,25,241,163289,729662
REDasmOrg/REDasm,40,281,0,4,158,2959,163,7724
KhronosGroup/glslang,40,57,0,7.3,230,1347,18190,99442
vlm/asn1c,39,-1,245,5.8,128,404,8990,55255
turesnake/tprPix,39,0,0,5.5,49,886,144617,349647
perilouswithadollarsign/cstrike15_src,39,-1,93,4.8,144,1621,755203,3322945
p7zip-project/p7zip,39,-1,175,4.1,442,2372,70309,416216
mindspore-ai/mindspore,39,-1,0,5.6,2498,13267,340894,1632727
dibyendumajumdar/ravi,39,203,0,4.4,575,5495,15671,107068
dealii/dealii,39,-1,-1,8.5,829,6043,713069,2356547
