repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
saghul/txiki.js,171,792,5.4,1005,8601,89376,219042
mit-biomimetics/Cheetah-Software,169,77,3.9,2,380,36420,96346
adventuregamestudio/ags,169,226,4.6,577,7807,82468,315643
LabSound/LabSound,168,475,5,72,746,6519,39319
ipc-sim/IPC,167,49,4.8,349,2322,2437,27101
navit-gps/navit,166,0,5.5,275,2219,39948,183742
axmolengine/axmol,166,862,4.4,571,6569,354547,1536332
Rubberduckycooly/Sonic-Mania-Decompilation,165,141,5,130,599,8845,228905
avrdudes/avrdude,164,229,5.7,283,1767,12989,100656
libMesh/libmesh,162,242,4.3,385,3465,348469,1238790
wiredtiger/wiredtiger,161,137,5.7,1539,4122,83569,193316
WolfireGames/overgrowth,161,498,4.5,779,4065,384426,2331877
mfem/mfem,158,-1,7.1,665,4097,66266,406411
yasm/yasm,154,358,5.4,134,1122,13344,55793
LLNL/sundials,152,432,6.1,256,2838,87393,304247
kangjianwei/Data-Structure,150,159,3.4,76,2347,46388,103628
catsout/wallpaper-engine-kde-plugin,150,7,5.7,518,3484,50480,243623
tcltk/tcl,148,1132,5.6,818,3025,118098,230047
yrnkrn/zapcc,147,1,3.2,4415,43165,894807,2602717
renard314/textfairy,146,79,2.3,972,4204,161955,405257
adishavit/argh,146,57,5.3,25,35,652,6106
FundamentalFrequency/LMN-3-DAW,146,0,3.8,7,399,702,14720
qcad/qcad,145,2058,6.2,1279,9721,266864,1552776
nmwsharp/polyscope,145,1102,5.8,501,5893,11642,210674
microsoft/msix-packaging,145,3627,3.9,1092,9825,156066,786352
ddiakopoulos/libnyquist,145,155,5.2,50,266,35503,151182
eclipse/omr,144,0,6.5,388,3087,208586,792303
lagadic/visp,142,22,5.8,437,5259,192149,571730
GuitarML/NeuralPi,142,0,4.3,1,41,214,2114
ARM-software/vulkan_best_practice_for_mobile_developers,141,384,5,1087,8569,6555,21927
kdave/btrfs-progs,140,-1,5,488,2010,19983,122886
erich666/GraphicsGems,140,392,4.4,124,1103,15752,53725
bigartm/bigartm,140,1071,3.1,574,9836,85838,311660
bochs-emu/Bochs,139,823,4.8,207,2337,50484,297965
zint/zint,138,360,5.2,165,782,10765,257882
Try/OpenGothic,137,0,5.7,587,7157,3174,63477
thunder-engine/thunder,134,279,4.9,449,3875,220839,908985
punesemu/puNES,134,1519,4.1,853,8850,119548,728563
metartc/metaRTC,134,148,4,46,1211,137792,160859
envytools/envytools,134,16,4.8,765,5224,11749,111821
CloudCompare/CloudCompare,132,235,5.5,632,5133,71115,271974
GoSSIP-SJTU/Armariris,131,1,2.5,3926,37118,720083,2092898
google/tensorstore,129,0,7.9,2790,30776,65744,275718
shaka-project/shaka-packager,128,0,6.6,1399,11046,14211,87345
artclarke/humble-video,128,1137,3.8,823,6515,393158,2253933
pocl/pocl,127,40,6.1,405,1234,27465,157831
Yixin-Hu/TetWild,127,-1,3.8,191,1931,2254,9971
Sneeds-Feed-and-Seed/sneedacity,127,1093,4.6,365,3476,246869,888774
jbehley/SuMa,126,49,4.1,172,2081,2720,14116
coin-or/Ipopt,126,314,5.1,87,792,24127,99406
StanfordLegion/legion,126,-1,4.6,623,6028,79113,448909
RobLoach/raylib-cpp,126,-1,6.2,63,707,3038,5806
OpenXRay/xray-16,126,69,4.1,895,15482,124918,758671
JoshMarler/react-juce,125,0,3.9,0,7,67544,215327
krb5/krb5,124,1068,5.6,422,4612,74950,301593
espeak-ng/espeak-ng,124,167,5.2,104,501,4981,45452
MayaPosch/NymphCast,124,769,4,973,6014,194612,820799
MaJerle/stm32-usart-uart-dma-rx-tx,124,9,4.5,225,1820,1749784,4546170
KhronosGroup/KTX-Software,122,1860,5,813,4321,132129,484083
soedinglab/hh-suite,121,34,4.2,83,331,16529,168548
rburkholder/trade-frame,120,-1,6.2,434,6427,84535,228366
nanomq/nanomq,120,1212,6.3,263,2963,1990,25792
ptitSeb/box86,119,0,4.9,356,5083,35282,151970
thiagoralves/OpenPLC_v3,117,388,4.4,75,1010,73748,213120
RandyGaul/cute_framework,117,150,5.1,1847,5791,49827,327676
Chowdhury-DSP/BYOD,117,0,5.1,12,328,1215,33521
ampl/gsl,116,288,4.8,365,2537,64086,297929
hanwckf/rt-n56u,115,323,2.5,223,2361,3308594,16228099
tildearrow/furnace,114,313,4.3,1218,9243,142745,1024191
open5gs/open5gs,114,0,4.8,2517,14966,93821,1094053
vengi-voxel/vengi,113,0,5,1016,8920,147828,732740
tenable/routeros,113,258,4.2,87,1391,2451,11473
squid-cache/squid,113,-1,6.4,620,5056,49345,203814
facebookresearch/habitat-sim,112,35,8,879,9049,32229,117782
eclipse-wakaama/wakaama,112,1481,7.6,529,2614,3918,32661
NVIDIA/Q2RTX,112,0,5.8,791,7471,20837,146339
rsummers11/CADLab,111,140,0.4,102,714,49780,249583
Qihoo360/QConf,111,137,2.2,669,4131,70495,217831
DanBloomberg/leptonica,111,-1,5.2,975,3970,97539,198380
BeamMW/beam,111,65,5.7,685,8330,131071,532398
Embroidermodder/Embroidermodder,110,434,4.4,433,3525,132462,480232
pure-data/pure-data,109,874,7.5,204,2228,19586,126822
facebook/igl,109,-1,6.6,759,5341,13427,75688
ultimatepp/ultimatepp,108,-1,5.2,646,7875,220703,1225786
jerryuhoo/Fire,108,0,3.8,2,82,1840,10025
pthom/hello_imgui,107,-1,4.9,376,3359,5143,37696
r-lyeh-archived/scriptorium,105,218,2.1,328,2952,430151,1651306
jlblancoc/suitesparse-metis-for-windows,105,258,3.8,278,910,261579,1190819
TASEmulators/desmume,105,-1,3.9,659,6100,121197,461733
PolygonTek/BlueshiftEngine,105,872,2.1,390,2629,239889,904850
vgmstream/vgmstream,104,-1,4.3,299,1906,43095,147923
libnice/libnice,103,-1,4.3,1457,12273,13697,38160
sleuthkit/sleuthkit,102,525,6.6,396,2436,93686,196210
joncampbell123/dosbox-x,102,1123,6.5,716,5308,323097,1730470
MirrorYuChen/ncnn_example,102,210,3.5,568,2849,75208,458526
DiligentGraphics/DiligentCore,102,-1,5.2,1660,12090,60242,260205
mltframework/mlt,101,0,5.4,191,1676,23892,108868
gideros/gideros,101,881,3.6,308,2236,491016,1653981
acassen/keepalived,101,182,5.8,179,1369,11132,67423
FreeTDS/freetds,101,21,5,179,1034,18039,97797
shader-slang/slang,100,0,6,696,10115,63962,343439
GNOME/libxml2,100,-1,5.5,513,3588,54982,200419
ETLCPP/etl,100,21,5.6,3567,13225,71153,256603
BabylonJS/BabylonNative,100,0,6.6,367,3180,101859,436984
septag/rizz,99,362,3.2,311,2749,27876,196511
mgerdes/Open-Golf,99,78,2.5,258,2159,29148,160897
OGRECave/ogre-next,99,885,4.8,285,4792,161911,465351
OpenBoardView/OpenBoardView,98,0,4.3,281,2547,72314,132863
symengine/symengine,97,2665,6,65,1315,14719,111423
raspberrypi/rpi-imager,97,732,5.3,862,5239,115886,413223
GPUOpen-Tools/compressonator,97,21,5.4,206,1368,67712,323115
kohler/click,96,905,4.7,265,2829,66633,243252
vifm/vifm,94,-1,6.1,125,3748,28506,175277
Samsung/ONE,94,4,5,676,5083,181009,505009
qhull/qhull,93,-1,5.3,270,1010,19938,57549
raspberrypi/userland,92,168,4.3,381,2752,53506,146628
markaren/threepp,92,1222,5.6,305,4076,43974,254158
DanielSWolf/rhubarb-lip-sync,92,128,3.6,305,2450,129430,629649
yourWaifu/sleepy-discord,91,240,4.8,510,3593,4243,22936
steineggerlab/foldseek,91,277,5.5,629,3782,49149,419346
Matheus-Garbelini/esp32_bluetooth_classic_sniffer,91,724,2.7,272,5841,261435,520998
zxing-cpp/zxing-cpp,90,466,5.3,214,2011,6589,51763
Rubberduckycooly/Sonic-1-2-2013-Decompilation,90,258,4.3,260,950,614,38301
riscv-collab/riscv-openocd,88,-1,5.1,691,5599,44734,254349
cgsecurity/testdisk,88,241,5.8,160,1307,28306,85641
Mauler125/r5sdk,88,0,5.1,1373,11796,347865,1236634
y123456yz/reading-and-annotate-mongodb-3.6,87,12,1.2,740,2188,804371,2861087
wangfenjin/simple,87,0,3.8,478,4008,85421,161368
rbfx/rbfx,87,1442,5.5,998,8112,524722,2850883
networkupstools/nut,87,388,6.8,397,2114,35525,123155
moai/moai-dev,86,749,2.7,540,4737,255370,996106
enginmanap/limonEngine,86,452,3.2,567,4453,21575,97625
HaxeFoundation/hashlink,86,0,5.2,252,2133,134407,363000
util-linux/util-linux,85,-1,7.5,565,4654,34142,173678
openocd-org/openocd,85,-1,4.6,668,5395,44028,247266
nowar-fonts/Warcraft-Font-Merger,85,1044,3.8,134,1117,9970,49961
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,85,88,6.4,234,1072,5973,40191
SapphireServer/Sapphire,85,19,5.5,179,6323,28208,204988
open-mpi/hwloc,84,43,6.3,319,1469,13500,60414
floe/backscrub,84,17,4.6,1050,5972,284,1622
xaos-project/XaoS,83,0,3.9,61,584,2246,26738
iondbproject/iondb,83,220,5.9,59,998,10421,18905
monitoring-plugins/monitoring-plugins,82,92,6.1,96,376,18312,76417
milkytracker/MilkyTracker,82,490,4.8,203,1853,23809,179443
liballeg/allegro5,81,537,6.2,224,2875,19465,148512
iqiyi/dpvs,81,158,5.4,147,1149,19614,119904
OpenMS/OpenMS,81,55,3.8,1102,10357,248611,975186
oNaiPs/droidVncServer,80,321,2.4,189,1215,92938,307057
kiddin9/openwrt-packages,80,56,4.4,86,445,25964,201311
jmk-foofus/medusa,80,112,5.2,74,258,3595,19048
fhanau/Efficient-Compression-Tool,80,44,3.8,234,1148,6125,19169
esmini/esmini,80,296,5.2,175,1635,9346,83667
syoyo/tinygltf,79,238,6.5,28,231,37651,192900
OpenNJet/OpenNJet,79,1,3.7,233,1180,133239,1430847
phaag/nfdump,78,176,6,120,1053,13489,65652
POV-Ray/povray,78,578,3.5,220,1324,249411,984333
drowe67/codec2-dev,77,0,4.8,85,550,15998,131036
Blizzard/s2client-api,77,0,4.6,410,4759,1956,17002
su2code/SU2,76,84,5.8,59,419,288581,490874
ermig1979/Simd,76,0,5,469,5524,32385,270179
varnishcache/varnish-cache,75,345,5.7,1344,2985,26910,110210
opentomb/OpenTomb,75,58,4,180,2546,69628,286954
obgm/libcoap,75,-1,6.3,179,718,14235,56877
galkahana/HummusJS,75,493,5.6,268,2453,78920,238635
godlikepanos/anki-3d-engine,74,623,3.4,789,8936,295811,1888744
alibaba/GaiaX,74,-1,3.7,90,548,7910,89046
vittorioromeo/SSVOpenHexagon,73,0,3.4,404,4762,99868,229526
polardb/polardbx-engine,73,521,1.4,1454,16300,1220882,4193027
Gargaj/Bonzomatic,73,76,3,175,1985,41552,243925
yvt/openspades,72,119,4.7,516,3942,23492,133455
symforce-org/symforce,72,86,5.6,38,945,25427,182397
openvswitch/ovs,72,-1,5.8,629,9011,64963,310699
distcc/distcc,72,47,5.6,65,503,8527,27983
benikabocha/saba,72,-1,4.5,128,1694,51861,238063
OpenCPN/OpenCPN,72,178,3.9,79,867,231862,974634
ptpd/ptpd,71,26,4.6,49,438,5582,25335
mirror/ncurses,71,64,4.3,113,806,28482,100498
prusa3d/Prusa-Firmware-Buddy,70,421,2.5,906,9384,902123,1596840
KqSMea8/AirplayServer,70,1150,3.6,419,1793,89350,264972
DeutscheKI/tevr-asr-tool,70,159,3.7,1121,7291,6,288
DeaDBeeF-Player/deadbeef,70,1147,5.3,419,1793,153121,629217
nihui/waifu2x-ncnn-vulkan,69,0,3.9,332,2372,1812,9596
CoolProp/CoolProp,69,51,5,144,1545,13741,55661
0ad/0ad,69,0,3.8,246,1770,390881,1114532
vgmtrans/vgmtrans,68,122,4.9,156,1475,14306,84830
uclouvain/openjpeg,68,384,5.2,283,1855,44993,164381
nihui/realsr-ncnn-vulkan,68,0,3.8,333,2370,1811,9451
nihui/realcugan-ncnn-vulkan,68,0,3.8,362,2532,1887,12058
DentonW/DevIL,68,308,4.8,268,1566,10392,65470
kosua20/MIDIVisualizer,67,432,3.9,205,1973,41460,169933
LouisBrunner/valgrind-macos,67,-1,4.7,1125,7850,142043,821262
Aloshi/EmulationStation,67,-1,4.5,52,1253,2352,79054
wseemann/FFmpegMediaPlayer,66,426,1.9,476,3666,61725,215299
shibatch/sleef,66,0,6.8,20,324,2866,50694
mstorsjo/fdk-aac,66,1133,4.6,429,1786,59353,128597
liuyubobobo/Play-Leetcode,66,150,,,,,
hzqst/unicorn_pe,66,76,3.9,1164,18316,85505,518473
CESNET/UltraGrid,66,0,4.9,205,2148,47971,141125
tsl0922/ImPlay,65,122,4.5,297,2576,28059,176397
mattgodbolt/zindex,65,-1,4.8,170,1451,60781,114269
OGRECave/ogre,65,562,6.1,370,5889,124363,362248
tfussell/xlnt,64,34,2.9,567,5142,15192,59335
nihui/rife-ncnn-vulkan,64,0,3.8,355,2434,1898,12735
nihui/dain-ncnn-vulkan,64,0,3.8,337,2405,1853,10286
lwip-tcpip/lwip,64,120,5.8,1227,3699,44590,109866
drolbr/Overpass-API,64,-1,5.3,164,1725,8380,82331
NVIDIAGameWorks/RTX-Path-Tracing,64,280,2.6,224,2325,65869,289759
ntop/PF_RING,63,35,4.2,323,1983,152650,525923
MRPT/mrpt,63,87,6,294,4732,132931,651950
libtcod/libtcod,62,347,4.7,77,931,25970,68153
sysstat/sysstat,61,46,5.4,103,700,23634,49311
Murmele/Gittyup,61,0,5,632,7121,13654,69172
libjpeg-turbo/libjpeg-turbo,60,182,6.5,139,770,18683,62703
asset-group/5ghoul-5g-nr-attacks,60,208,0.6,165,2353,145028,451134
LAStools/LAStools,60,1219,5.1,221,1517,9689,96199
ComodoSecurity/openedr,60,275,2.7,258,2829,945841,4659928
AMReX-Codes/amrex,60,278,6.2,148,1199,28938,263142
kanryu/quickviewer,59,1220,2.1,396,2967,40048,425308
chexiongsheng/build_xlua_with_libs,59,-1,3,58,1819,34515,250521
amsynth/amsynth,59,27,4.2,14,254,2091,9480
zynaddsubfx/zynaddsubfx,58,2,4.9,80,1994,8751,46904
realm/realm-core,58,0,5.1,609,8104,108790,679108
picolibc/picolibc,58,207,5.8,99,802,104494,369501
linuxmint/warpinator,58,1424,4.8,379,5406,246128,953267
cmusphinx/pocketsphinx,58,215,4.7,149,1210,23226,57773
STMicroelectronics/STM32CubeH7,58,0,5.4,303,819,774199,5874293
LibVNC/libvncserver,58,171,6.6,79,494,8124,43211
galkahana/PDF-Writer,57,957,5.3,336,3015,95409,293920
MobilityDB/MobilityDB,57,393,7.1,212,3855,73876,150762
wb2osz/direwolf,56,87,5.8,172,690,32525,59145
niessner/VoxelHashing,56,0,2.4,12,420,142320,578128
airbus-cert/Yagi,56,0,3.8,233,2806,1791,5873
Samsung/TizenRT,56,-1,4.2,673,7102,1602590,3612897
RoaringBitmap/CRoaring,56,21,7,59,957,8323,41150
paullouisageneau/libdatachannel,55,-1,6.1,311,1961,2542,21917
glassechidna/zxing-cpp,55,674,4.8,65,578,8644,27844
dog-qiuqiu/MobileNet-Yolo,55,161,3,70,755,6226,44630
bambulab/BambuStudio,55,128,4.4,335,2270,158095,859542
ProtonVPN/android-app,55,2336,4.3,716,3701,222005,925366
schismtracker/schismtracker,54,273,5.2,181,1345,10233,58424
projectM-visualizer/projectm,54,0,5.9,77,616,18953,76609
parallel101/course,54,243,1.8,20,954,34039,136956
neka-nat/cupoch,54,461,4.3,245,1854,53674,240661
nativeformat/NFHTTP,54,-1,3.7,304,2417,74732,134313
mariotaku/moonlight-tv,54,272,4.8,237,2132,1360,18772
exult/exult,54,599,5.3,225,2558,32747,162152
diffblue/cbmc,54,47,5.4,783,6282,71997,497400
torognes/vsearch,53,119,4.7,70,341,6414,30734
ppwwyyxx/OpenPano,53,323,3.9,29,280,13904,63557
openpilot/OpenPilot,53,0,2.4,14,530,280062,623416
monero-project/monero-gui,53,0,5.9,664,4492,3106,34333
magiblot/tvision,53,221,4.1,30,828,5944,42094
alliedmodders/sourcemod,53,85,5.5,133,625,146660,391110
AlexandreRouma/SDRPlusPlus,53,627,5.2,148,1639,23917,119800
zeromq/czmq,52,202,5.7,92,815,22705,50712
linux-rdma/rdma-core,52,0,7,234,3901,22786,167462
colobot/colobot,52,11,6.9,261,2529,25470,134621
USCiLab/cereal,52,237,5,2,23,10724,30813
yodaos-project/yodaos,51,227,2,233,2097,675691,3233648
oscarpilote/Ortho4XP,51,65,3.6,24,91,12847,41534
muse-sequencer/muse,51,0,4.7,621,5042,74840,265898
akumuli/Akumuli,51,0,3.2,104,1300,10779,55667
Netflix/msl,51,642,4.3,325,2628,36109,90802
turbolent/w2c2,50,663,3.6,54,524,2271,120466
thedmd/imgui-node-editor,50,49,4.3,123,1166,11600,60634
seladb/PcapPlusPlus,50,595,5.6,183,1417,28209,90732
lethal-guitar/RigelEngine,50,367,4.7,165,1958,21774,102824
horsicq/XMachOViewer,50,51,5,753,10822,160,545
horsicq/DIE-engine,50,46,5,639,10339,327,1009
geany/geany,50,-1,6.3,574,5709,34598,231044
dankamongmen/notcurses,50,-1,6.1,190,1087,7707,94185
SIPp/sipp,50,31,5.8,69,534,5252,31516
Rubberduckycooly/Sonic-CD-11-Decompilation,50,112,4.4,190,730,743,27127
RedisLabs/redisraft,50,498,5.7,99,868,6584,32917
tlk00/BitMagic,49,1,5.8,213,795,24523,135318
strato-emu/strato,49,1,5.8,411,5465,9810,46695
martijnvanbrummelen/nwipe,49,86,6.3,42,221,5106,16673
axiomatic-systems/Bento4,49,604,5.7,110,1151,23040,61368
Tom94/tev,49,0,5.1,193,2102,815,10049
twitter/pelikan,48,280,4.8,404,1292,7384,38677
tats/w3m,48,-1,4.1,235,1161,2058,60077
smasherprog/screen_capture_lite,48,186,4.8,85,1057,18040,70908
never-lang/never,48,39,5.4,54,763,3159,31606
mitsuba-renderer/mitsuba3,48,7,5.8,426,4581,18034,71643
logicalclocks/rondb,48,251,5.4,150,1709,1232385,3820084
google/sandboxed-api,48,223,6.8,435,5507,8777,39853
davidmoreno/onion,48,0,5.8,82,440,7074,18025
chirlu/sox,48,-1,4.3,113,760,13152,41166
VladyslavUsenko/basalt-mirror,48,-1,3.9,109,1290,13228,56357
PCRE2Project/pcre2,48,229,6.1,66,198,15508,97725
LomoX-Offical/nginx-openresty-windows,48,451,0,152,809,159973,756975
DFHack/dfhack,48,0,5.1,296,4920,34616,178478
Azure/azure-iot-sdk-c,48,958,7,1076,3779,31244,215665
AcademySoftwareFoundation/openexr,48,1440,8.8,263,1949,25258,227807
can1357/NoVmp,47,2,3.6,244,3440,2121,4247
KhronosGroup/OpenCL-SDK,47,14,4.9,47,661,1143,28478
Jaysmito101/TerraForge3D,47,14,4.8,301,3169,7733,35395
Apress/Ray-Tracing-Gems-II,47,140,2.5,95,1274,72667,279470
stella-emu/stella,46,325,6.9,89,2402,167977,356958
quickjs-ng/quickjs,46,486,6.1,218,1651,4781,79837
paperManu/splash,46,13,4.9,237,2845,19827,111034
openglonmetal/MGL,46,92,4.8,41,563,33746,190445
eteran/c-vector,46,31,5.7,20,40,363,1737
aetilius/pHash,46,162,5.5,2,15,10472,82539
ZDoom/gzdoom,46,501,4.8,310,2537,125701,707729
ZDoom/Raze,46,501,3.9,310,2537,125177,721900
ShadowsocksR-Live/shadowsocksr-native,46,1913,3.8,260,2548,2167,19689
SRombauts/SQLiteCpp,46,-1,4.6,456,3841,89868,163669
shadowsocksr-backup/shadowsocksr-libev,45,210,3.9,100,1170,8570,60085
encryptogroup/ABY,45,-1,4.3,55,773,5468,19993
dalerank/nanogui-sdl,45,118,5.8,12,309,4718,49099
bytedance/terarkdb,45,245,4.3,357,4947,60741,321783
David-Haim/concurrencpp,45,0,4.3,0,2379,488,16604
0xnobody/vmpattack,45,0,3.6,242,3401,1650,3186
switch-iot/hin2n,44,177,2.3,82,560,11738,30264
openctp/openctp,44,63,4.1,12,313,105542,122371
openai/retro,44,539,2.6,230,2355,250889,897543
lockedbyte/CVE-Exploits,44,263,1.9,408,1754,103839,462830
holzschu/ios_system,44,0,3.8,344,1911,134091,485189
